Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
1,7:22,2,2,WAS 47,7,0,Ryan Torain left end for -1 yards (tackle by Desmond Bishop and Brad Jones),2.070,1.220
1,6:39,3,3,WAS 46,7,0,Donovan McNabb pass incomplete short middle intended for Chris Cooley,1.220,-0.320
1,6:33,4,3,WAS 46,7,0,"Hunter Smith punts 41 yards, fair catch by Tramon Williams",-0.320,0.320
1,6:27,1,10,GNB 13,7,0,Aaron Rodgers pass complete short right to Andrew Quarless for 13 yards (tackle by LaRon Landry),-0.320,0.670
1,5:53,1,10,GNB 26,7,0,Aaron Rodgers pass complete short right to James Jones for 10 yards (tackle by DeAngelo Hall and Rocky McIntosh),0.670,1.330
1,5:12,1,10,GNB 36,7,0,Aaron Rodgers pass incomplete short right intended for John Kuhn,1.330,0.790
1,5:07,2,10,GNB 36,7,0,Aaron Rodgers pass incomplete short middle intended for Donald Driver (defended by Carlos Rogers),0.790,0.100
1,5:00,3,10,GNB 36,7,0,Aaron Rodgers pass incomplete short right intended for Greg Jennings,0.100,-0.980
1,4:54,4,10,GNB 36,7,0,"Tim Masthay punts 50 yards, fair catch by Brandon Banks. Penalty on Derrick Martin: Chop Block, 15 yards",-0.980,-0.870
1,4:45,1,10,WAS 29,7,0,"Donovan McNabb pass complete short right to Chris Cooley for 5 yards (tackle by Charlie Peprah). Penalty on Tramon Williams: Illegal Contact, 5 yards (no play)",0.870,1.200
1,4:21,1,10,WAS 34,7,0,Ryan Torain right end for 1 yard (tackle by Desmond Bishop),1.200,0.790
1,3:45,2,9,WAS 35,7,0,Donovan McNabb pass incomplete short left intended for Chris Cooley,0.790,0.100
1,3:38,3,9,WAS 35,7,0,Donovan McNabb pass complete short right to Santana Moss for 6 yards (tackle by Charlie Peprah),0.100,-0.650
1,3:06,4,3,WAS 41,7,0,"Hunter Smith punts 52 yards, returned by Tramon Williams for 7 yards (tackle by Mike Sellers)",-0.650,0.280
1,2:53,1,10,GNB 14,7,0,Brandon Jackson left tackle for 7 yards (tackle by London Fletcher),-0.280,0.280
1,2:13,2,3,GNB 21,7,0,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by LaRon Landry),0.280,0.940
1,1:39,1,10,GNB 30,7,0,Aaron Rodgers pass complete short middle to Donald Driver for 14 yards (tackle by Reed Doughty and Kareem Moore),0.940,1.860
1,0:59,1,10,GNB 44,7,0,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",1.860,1.530
1,0:36,1,15,GNB 39,7,0,Aaron Rodgers pass complete deep left to James Jones for 35 yards (tackle by LaRon Landry),1.530,3.840
1,0:05,1,10,WAS 26,7,0,Aaron Rodgers pass complete short middle to Brandon Jackson for 6 yards (tackle by Reed Doughty),3.840,4.110
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,WAS 20,7,0,Aaron Rodgers pass complete short right to James Jones for 11 yards (tackle by Reed Doughty and DeAngelo Hall),4.110,5.140
2,14:17,1,9,WAS 9,7,0,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by DeAngelo Hall),5.140,5.910
2,13:40,2,1,WAS 1,7,0,John Kuhn right guard for no gain (tackle by Adam Carriker and Chris Wilson),5.910,5.170
2,13:00,3,1,WAS 1,7,0,Aaron Rodgers left guard for no gain (tackle by Lorenzo Alexander and Ma'ake Kemoeatu),5.170,3.550
2,12:16,,,,7,0,Timeout #1 by Green Bay Packers,0.000,3.550
2,12:16,4,1,WAS 1,7,0,Aaron Rodgers pass incomplete short right intended for Andrew Quarless (defended by Lorenzo Alexander),3.550,0.380
2,12:11,1,10,WAS 1,7,0,Penalty on Jammal Brown: False Start (no play),-0.380,-0.380
2,12:11,1,10,WAS 1,7,0,Donovan McNabb pass complete short middle to Ryan Torain for 2 yards (tackle by A.J. Hawk and Brad Jones),-0.380,-0.630
2,11:37,2,8,WAS 3,7,0,Donovan McNabb pass complete short left to Mike Sellers for 22 yards (tackle by Nick Collins),-0.630,0.610
2,11:04,1,10,WAS 25,7,0,Donovan McNabb sacked by B.J. Raji and Clay Matthews for -7 yards,0.610,-0.980
2,10:28,2,17,WAS 18,7,0,Donovan McNabb pass complete short middle to Chris Cooley for 6 yards (tackle by A.J. Hawk and Desmond Bishop),-0.980,-0.760
2,9:47,3,11,WAS 24,7,0,Donovan McNabb pass complete short left to Keiland Williams for 9 yards (tackle by A.J. Hawk and Desmond Bishop),-0.760,-1.180
2,9:14,4,2,WAS 33,7,0,"Hunter Smith punts 52 yards, returned by Tramon Williams for 52 yards (tackle by Byron Westbrook)",-1.180,-3.380
2,8:56,1,10,WAS 33,7,0,Aaron Rodgers pass complete short right to Brandon Jackson for 3 yards (tackle by DeAngelo Hall and Rocky McIntosh),3.380,3.240
2,8:18,2,7,WAS 30,7,0,Aaron Rodgers pass incomplete deep right intended for James Jones,3.240,2.540
2,8:11,3,7,WAS 30,7,0,Aaron Rodgers sacked by Brian Orakpo for -4 yards,2.540,1.060
2,7:35,4,11,WAS 34,10,0,Mason Crosby 52 yard field goal good,1.060,3.000
2,,,,GNB 30,10,0,"Mason Crosby kicks off 69 yards, returned by Brandon Banks for 62 yards (tackle by Patrick Lee). Penalty on Chris Horton: Illegal Block Above the , 8 yards",0.000,-0.380
2,7:19,1,10,WAS 8,10,0,Ryan Torain left end for 4 yards (tackle by Desmond Bishop and Brad Jones),-0.380,-0.490
2,6:40,2,6,WAS 12,10,0,Ryan Torain left end for 8 yards (tackle by Tramon Williams),-0.490,0.280
2,5:59,1,10,WAS 20,10,0,Donovan McNabb sacked by Clay Matthews for -2 yards,0.280,-0.630
2,5:22,2,12,WAS 18,10,0,Donovan McNabb pass incomplete short right intended for Chris Cooley (defended by Charles Woodson),-0.630,-1.330
2,5:18,3,12,WAS 18,10,0,Donovan McNabb pass complete short middle to Ryan Torain for 9 yards (tackle by Desmond Bishop),-1.330,-1.570
2,4:48,4,3,WAS 27,10,0,"Hunter Smith punts 48 yards, returned by Tramon Williams for 5 yards (tackle by Kareem Moore)",-1.570,-0.940
2,4:36,1,10,GNB 30,10,0,Aaron Rodgers pass incomplete short left intended for Donald Driver,0.940,0.390
2,4:32,2,10,GNB 30,10,0,Aaron Rodgers pass incomplete deep left intended for James Jones,0.390,-0.300
2,4:26,3,10,GNB 30,10,0,Aaron Rodgers pass incomplete short middle intended for James Jones,-0.300,-1.370
2,4:20,4,10,GNB 30,10,0,"Tim Masthay punts 45 yards. Penalty on Darrel Young: Offensive Holding, 10 yards",-1.370,0.220
2,4:11,1,10,WAS 15,10,0,"Donovan McNabb sacked by Clay Matthews for -6 yards. Penalty on Charles Woodson: Illegal Use of Hands, 5 yards (no play)",-0.220,0.280
2,3:49,1,10,WAS 20,10,0,Donovan McNabb pass incomplete short left intended for Mike Sellers,0.280,-0.270
2,3:42,2,10,WAS 20,10,0,Donovan McNabb sacked by Desmond Bishop for -8 yards,-0.270,-2.360
2,3:39,,,,10,0,Timeout #2 by Green Bay Packers,0.000,-2.360
2,3:39,3,18,WAS 12,10,0,Donovan McNabb pass complete deep right to Santana Moss for 52 yards,-2.360,3.180
2,3:11,1,10,GNB 36,10,0,Ryan Torain right tackle for 7 yards (tackle by Charles Woodson),3.180,3.580
2,2:38,2,3,GNB 29,10,0,Ryan Torain right tackle for 4 yards (tackle by Desmond Bishop),3.580,3.910
2,2:00,1,10,GNB 25,10,0,Donovan McNabb pass incomplete deep left intended for Santana Moss,3.910,3.360
2,1:54,2,10,GNB 25,10,0,Donovan McNabb pass complete short middle to Santana Moss for 9 yards (tackle by Cullen Jenkins),3.360,4.060
2,1:18,3,1,GNB 16,10,0,Ryan Torain middle for 3 yards (tackle by Desmond Bishop and Charles Woodson),4.060,4.710
2,0:37,1,10,GNB 13,10,0,Donovan McNabb pass incomplete short middle intended for Anthony Armstrong,4.710,4.050
2,0:32,2,10,GNB 13,10,0,Donovan McNabb pass complete short right to Chris Cooley for 6 yards (tackle by Charles Woodson and A.J. Hawk),4.050,4.330
2,0:25,,,,10,0,Timeout #1 by Washington Redskins,0.000,4.330
2,0:25,3,4,GNB 7,10,0,Donovan McNabb pass incomplete short right intended for Santana Moss,4.330,2.990
2,0:17,4,4,GNB 7,10,3,Graham Gano 26 yard field goal good,2.990,3.000
2,,,,WAS 30,10,3,Graham Gano kicks off 33 yards,0.000,1.400
2,0:13,1,10,GNB 37,10,3,Aaron Rodgers pass incomplete short left intended for James Jones,1.400,0.860
2,0:07,2,10,GNB 37,10,3,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,0.860,0.170
2,0:03,3,10,GNB 37,10,3,Aaron Rodgers pass incomplete short middle intended for Donald Driver,0.170,-0.910
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,10,3,"Mason Crosby kicks off 62 yards, returned by Brandon Banks for 18 yards (tackle by Korey Hall)",0.000,0.670
3,14:56,1,10,WAS 26,10,3,Ryan Torain middle for 2 yards (tackle by A.J. Hawk),0.670,0.400
3,14:17,2,8,WAS 28,10,3,Donovan McNabb pass complete short right to Ryan Torain for 5 yards (tackle by Charlie Peprah),0.400,0.370
3,13:35,3,3,WAS 33,10,3,Donovan McNabb pass complete short middle to Santana Moss for 13 yards (tackle by Nick Collins),0.370,1.990
3,12:55,1,10,WAS 46,10,3,Donovan McNabb pass incomplete deep left intended for Joey Galloway,1.990,1.450
3,12:47,2,10,WAS 46,10,3,Ryan Torain left tackle for 4 yards (tackle by A.J. Hawk),1.450,1.290
3,12:06,3,6,,10,3,Donovan McNabb pass incomplete short middle intended for Santana Moss,1.290,-0.060
3,12:02,4,6,,10,3,"Hunter Smith punts 38 yards, fair catch by Tramon Williams",-0.060,0.350
3,11:55,1,10,GNB 12,10,3,Aaron Rodgers pass incomplete short middle intended for Brandon Jackson,-0.350,-0.780
3,11:50,2,10,GNB 12,10,3,Aaron Rodgers pass complete short left to Brandon Jackson for 12 yards (tackle by LaRon Landry),-0.780,0.540
3,11:26,1,10,GNB 24,10,3,Brandon Jackson left end for 1 yard (tackle by Rocky McIntosh),0.540,0.130
3,10:42,2,9,GNB 25,10,3,Brandon Jackson middle for 15 yards (tackle by Phillip Buchanon),0.130,1.600
3,9:56,1,10,GNB 40,10,3,Aaron Rodgers pass complete deep right to Donald Driver for 34 yards (tackle by DeAngelo Hall),1.600,3.840
3,9:11,1,10,WAS 26,10,3,John Kuhn middle for 7 yards (tackle by Adam Carriker and London Fletcher),3.840,4.270
3,8:33,2,3,WAS 19,10,3,Aaron Rodgers pass complete short right to John Kuhn for 1 yard (tackle by DeAngelo Hall and Rocky McIntosh),4.270,3.750
3,7:47,,,,10,3,Timeout #1 by Green Bay Packers,0.000,3.750
3,7:47,3,2,WAS 18,10,3,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson (defended by Reed Doughty),3.750,2.370
3,7:38,4,2,WAS 18,13,3,Mason Crosby 36 yard field goal good,2.370,3.000
3,,,,GNB 30,13,3,"Mason Crosby kicks off 54 yards, returned by Byron Westbrook for 6 yards (tackle by Korey Hall)",0.000,0.410
3,7:27,1,10,WAS 22,13,3,Ryan Torain left end for no gain (tackle by Brad Jones),0.410,-0.130
3,7:05,2,10,WAS 22,13,3,Donovan McNabb pass incomplete short right intended for Chris Cooley,-0.130,-0.820
3,6:58,,,,13,3,Timeout #1 by Washington Redskins,0.000,-0.820
3,6:58,3,10,WAS 22,13,3,Donovan McNabb pass incomplete deep middle intended for Santana Moss,-0.820,-1.900
3,6:54,4,10,WAS 22,13,3,"Hunter Smith punts 51 yards, returned by Tramon Williams for 5 yards (tackle by Mike Sellers)",-1.900,-1.070
3,6:42,1,10,GNB 32,13,3,Brandon Jackson middle for 7 yards (tackle by London Fletcher and Adam Carriker),1.070,1.470
3,6:00,2,3,GNB 39,13,3,Aaron Rodgers middle for 1 yard (tackle by Brian Orakpo and LaRon Landry),1.470,0.890
3,5:11,,,,13,3,Timeout #2 by Green Bay Packers,0.000,0.890
3,5:11,3,2,GNB 40,13,3,Aaron Rodgers pass complete short left to Andrew Quarless for 8 yards (tackle by LaRon Landry),0.890,2.130
3,4:32,1,10,GNB 48,13,3,Aaron Rodgers pass complete short right to Greg Jennings for 14 yards (tackle by LaRon Landry),2.130,3.050
3,3:49,1,10,WAS 38,13,3,Brandon Jackson middle for 9 yards (tackle by Kareem Moore),3.050,3.720
3,3:07,2,1,WAS 29,13,3,Brandon Jackson left end for no gain (tackle by Andre Carter and Rocky McIntosh),3.720,3.010
3,2:24,3,1,WAS 29,13,3,Aaron Rodgers pass incomplete deep middle intended for Donald Driver,3.010,1.620
3,2:19,4,1,WAS 29,13,3,Mason Crosby 48 yard field goal no good,1.620,-1.470
3,2:14,1,10,WAS 38,13,3,Donovan McNabb pass incomplete short left intended for Mike Sellers,1.470,0.920
3,2:08,2,10,WAS 38,13,3,Donovan McNabb middle for 3 yards (tackle by Frank Zombo),0.920,0.630
3,1:27,3,7,WAS 41,13,3,Donovan McNabb pass complete short middle to Santana Moss for 9 yards (tackle by Brad Jones),0.630,2.260
3,0:50,1,10,,13,3,Donovan McNabb sacked by Mike Neal for -9 yards,2.260,0.500
3,0:19,2,19,WAS 41,13,3,Donovan McNabb pass complete short right to Chris Cooley for 6 yards (tackle by Charles Woodson),0.500,0.630
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,WAS 47,13,3,Donovan McNabb pass complete short middle to Chris Cooley for 11 yards (tackle by Patrick Lee and A.J. Hawk),0.630,0.460
4,14:17,4,2,GNB 42,13,3,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong,0.460,-1.730
4,14:09,1,10,GNB 42,13,3,Aaron Rodgers sacked by Phillip Daniels for -2 yards,1.730,0.920
4,13:32,2,12,GNB 40,13,3,Aaron Rodgers pass complete short right to Brandon Jackson for -1 yards (tackle by LaRon Landry),0.920,0.100
4,12:54,3,13,GNB 39,13,3,Aaron Rodgers pass complete short middle to Donald Driver for 5 yards (tackle by Carlos Rogers),0.100,-0.460
4,12:23,4,8,GNB 44,13,3,"Tim Masthay punts 46 yards, returned by Brandon Banks for 30 yards (tackle by Korey Hall)",-0.460,-1.600
4,12:11,1,10,WAS 40,13,3,Donovan McNabb pass complete short left to Joey Galloway for 12 yards,1.600,2.390
4,11:44,1,10,GNB 48,13,9,"Donovan McNabb pass complete deep middle to Anthony Armstrong for 48 yards, touchdown",2.390,7.000
4,,,,GNB 2,13,10,Graham Gano kicks extra point good,0.000,0.000
4,,,,WAS 30,13,10,"Graham Gano kicks off 65 yards, returned by Jordy Nelson for 12 yards (tackle by Mike Sellers)",0.000,-0.060
4,11:30,1,10,GNB 17,13,10,Aaron Rodgers pass incomplete short right intended for Tom Crabtree,-0.060,-0.580
4,11:24,2,10,GNB 17,13,10,Aaron Rodgers pass complete deep middle to Jordy Nelson for 25 yards (tackle by LaRon Landry),-0.580,1.730
4,10:48,1,10,GNB 42,13,10,Aaron Rodgers pass complete short right to Donald Driver for 5 yards (tackle by DeAngelo Hall and LaRon Landry),1.730,1.860
4,10:07,2,5,GNB 47,13,10,Aaron Rodgers pass complete short right to Tom Crabtree for 3 yards (tackle by LaRon Landry),1.860,1.550
4,9:26,3,2,,13,10,Aaron Rodgers pass incomplete short middle intended for Andrew Quarless (defended by Vonnie Holliday),1.550,-0.060
4,9:20,4,2,,13,10,"Tim Masthay punts 42 yards, returned by Brandon Banks for 17 yards",-0.060,-0.610
4,9:09,1,10,WAS 25,13,10,Donovan McNabb pass complete deep middle to Anthony Armstrong for 23 yards (tackle by Charlie Peprah),0.610,2.130
4,8:27,1,10,WAS 48,13,10,Donovan McNabb pass incomplete short left intended for Ryan Torain,2.130,1.580
4,8:21,2,10,WAS 48,13,10,"Donovan McNabb pass incomplete short right intended for Joey Galloway. Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",1.580,2.460
4,8:16,1,10,GNB 47,13,10,Donovan McNabb pass incomplete short left intended for Joey Galloway,2.460,1.910
4,8:13,2,10,GNB 47,13,10,Donovan McNabb pass incomplete short right intended for Ryan Torain,1.910,1.220
4,8:06,3,10,GNB 47,13,10,Donovan McNabb pass complete short right to Anthony Armstrong for 13 yards (tackle by Frank Zombo),1.220,3.310
4,7:32,1,10,GNB 34,13,10,Keiland Williams right end for 1 yard (tackle by Mike Neal),3.310,2.910
4,6:54,2,9,GNB 33,13,10,Donovan McNabb pass incomplete short middle intended for Chris Cooley (defended by Desmond Bishop),2.910,2.210
4,6:50,3,9,GNB 33,13,10,Donovan McNabb pass incomplete deep middle intended for Joey Galloway (defended by Nick Collins),2.210,1.150
4,6:45,4,9,GNB 33,13,10,Graham Gano 51 yard field goal no good,1.150,-1.660
4,6:39,1,10,GNB 41,13,10,Brandon Jackson left tackle for 6 yards (tackle by Ma'ake Kemoeatu and Lorenzo Alexander),1.660,1.930
4,5:58,2,4,GNB 47,13,10,"John Kuhn middle for 2 yards (tackle by Carlos Rogers and Kedric Golston). Penalty on Andrew Quarless: Offensive Holding, 10 yards (no play)",1.930,0.580
4,5:28,2,14,GNB 37,13,10,Aaron Rodgers sacked by London Fletcher and Lorenzo Alexander for -9 yards,0.580,-1.290
4,4:53,3,23,GNB 28,13,10,Aaron Rodgers left end for 15 yards (tackle by Vonnie Holliday),-1.290,-0.520
4,4:07,4,8,GNB 43,13,10,"Tim Masthay punts 57 yards, touchback",-0.520,-0.280
4,3:58,1,10,WAS 20,13,10,Donovan McNabb pass complete short right to Joey Galloway for 11 yards (tackle by Charles Woodson),0.280,1.000
4,3:26,1,10,WAS 31,13,10,Ryan Torain middle for 4 yards (tackle by Brady Poppinga),1.000,1.000
4,2:53,2,6,WAS 35,13,10,Donovan McNabb pass complete short middle to Chris Cooley for 30 yards (tackle by Patrick Lee),1.000,3.250
4,2:07,1,10,GNB 35,13,10,Donovan McNabb pass complete short middle to Chris Cooley for 6 yards (tackle by A.J. Hawk),3.250,3.510
4,2:00,2,4,GNB 29,13,10,Ryan Torain right tackle for 2 yards (tackle by Brady Poppinga and Desmond Bishop),3.510,3.070
4,1:15,,,,13,10,Timeout #2 by Washington Redskins,0.000,3.070
4,1:15,3,2,GNB 27,13,10,Donovan McNabb pass incomplete short middle intended for Santana Moss (defended by Tramon Williams),3.070,1.800
4,1:11,4,2,GNB 27,13,13,Graham Gano 45 yard field goal good,1.800,3.000
4,,,,WAS 30,13,13,"Graham Gano kicks off 72 yards, returned by Jordy Nelson for 23 yards (tackle by Reed Doughty)",0.000,0.340
4,1:03,1,10,GNB 21,13,13,Aaron Rodgers pass complete short middle to Andrew Quarless for 9 yards (tackle by London Fletcher),0.340,1.020
4,0:41,2,1,GNB 30,13,13,Aaron Rodgers right end for 14 yards (tackle by DeAngelo Hall and Vonnie Holliday),1.020,1.860
4,0:26,,,,13,13,Timeout #3 by Green Bay Packers,0.000,1.860
4,0:26,1,10,GNB 44,13,13,Aaron Rodgers pass complete short middle to Andrew Quarless for 21 yards (tackle by DeAngelo Hall),1.860,3.250
4,0:26,1,10,WAS 35,13,13,Aaron Rodgers spiked the ball,3.250,2.700
4,0:07,2,10,WAS 35,13,13,Mason Crosby 53 yard field goal no good,2.700,-1.800
4,0:01,1,10,WAS 43,13,13,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong is intercepted by Tramon Williams at GNB-3 and returned for 64 yards,1.800,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
,,,,,,,"Packers won the coin toss, Packers to receive the overtime kickoff.",,
OT,,,,WAS 30,13,13,"Graham Gano kicks off 70 yards, returned by Patrick Lee for 26 yards (tackle by Chad Simpson)",0.000,0.670
OT,14:56,1,10,GNB 26,13,13,Brandon Jackson left guard for 3 yards (tackle by London Fletcher and Rocky McIntosh),0.670,0.540
OT,14:16,2,7,GNB 29,13,13,Aaron Rodgers pass incomplete deep middle intended for Greg Jennings (defended by Carlos Rogers),0.540,-0.160
OT,14:11,3,7,GNB 29,13,13,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",-0.160,-0.820
OT,14:11,3,12,GNB 24,13,13,Aaron Rodgers sacked by Brian Orakpo for -8 yards,-0.820,-2.390
OT,13:54,4,20,GNB 16,13,13,"Tim Masthay punts 44 yards, returned by Brandon Banks for 20 yards (tackle by Jarrett Bush). Penalty on Roydell Williams: Illegal Block Above the , 10 yards",-2.390,-0.670
OT,13:44,1,10,WAS 26,13,13,Donovan McNabb pass complete deep middle to Santana Moss for 18 yards (tackle by Patrick Lee),0.670,1.860
OT,13:07,1,10,WAS 44,13,13,Donovan McNabb pass complete short left to Santana Moss for 11 yards (tackle by Charlie Peprah),1.860,2.590
OT,12:42,1,10,GNB 45,13,13,Donovan McNabb pass incomplete short right intended for Joey Galloway,2.590,2.040
OT,12:39,2,10,GNB 45,13,13,Donovan McNabb pass incomplete short middle intended for Ryan Torain (defended by A.J. Hawk),2.040,1.360
OT,12:35,3,10,GNB 45,13,13,Donovan McNabb sacked by Brady Poppinga for -9 yards,1.360,-0.320
OT,12:35,4,19,WAS 46,13,13,"Hunter Smith punts 41 yards, returned by Tramon Williams for 6 yards",-0.320,-0.150
OT,12:12,1,10,GNB 19,13,13,Aaron Rodgers pass complete short right to Brandon Jackson for 5 yards (tackle by Reed Doughty),0.150,0.340
OT,12:12,2,5,GNB 24,13,13,Aaron Rodgers pass incomplete short right intended for Greg Jennings is intercepted by LaRon Landry at GNB-39,0.340,-2.980
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
OT,11:30,1,10,GNB 39,13,13,Donovan McNabb pass complete short middle to Joey Galloway for 5 yards (tackle by Desmond Bishop),2.980,3.120
OT,11:30,2,5,GNB 34,13,13,Donovan McNabb pass complete short left to Chris Cooley for 4 yards (tackle by Brad Jones),3.120,2.940
OT,10:18,3,1,GNB 30,13,13,"Donovan McNabb pass incomplete short right intended for Mike Sellers (defended by Brady Poppinga). Penalty on Brady Poppinga: Defensive Holding, 5 yards (no play)",2.940,3.910
OT,10:14,1,10,GNB 25,13,13,Ryan Torain middle for -5 yards (tackle by B.J. Raji and Cullen Jenkins),3.910,2.690
OT,9:32,2,15,GNB 30,13,13,"Donovan McNabb pass incomplete short middle intended for Anthony Armstrong (defended by Charles Woodson). Penalty on Charles Woodson: Defensive Pass Interfere, 8 yards (no play)",2.690,4.110
OT,9:26,1,10,GNB 22,13,13,Donovan McNabb left guard for 5 yards (tackle by Patrick Lee and Desmond Bishop),4.110,4.290
OT,8:50,2,5,GNB 17,13,13,Donovan McNabb middle for 2 yards (tackle by Brady Poppinga and B.J. Raji),4.290,3.930
OT,8:14,,,,13,13,Timeout #1 by Green Bay Packers,0.000,3.930
OT,8:14,3,3,GNB 15,13,16,Graham Gano 33 yard field goal good,3.930,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
