Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
2,0:51,1,10,KAN 14,3,16,Larry Johnson up the middle for 11 yards (tackle by Mike Vrabel),-0.280,0.610
2,0:45,,,,3,16,Timeout #2 by Kansas City Chiefs,0.000,0.610
2,0:45,1,10,KAN 25,3,16,Trent Green pass incomplete intended for Larry Johnson,0.610,0.060
2,0:41,2,10,KAN 25,3,16,Trent Green pass complete to Larry Johnson for 30 yards (tackle by Eugene Wilson),0.060,2.590
2,0:28,,,,3,16,Timeout #3 by Kansas City Chiefs,0.000,2.590
2,0:28,1,10,NWE 45,3,16,Trent Green pass complete to Tony Gonzalez for 16 yards (tackle by Eugene Wilson). Penalty on Eugene Wilson: Illegal Contact (Declined),2.590,3.640
2,0:22,1,10,NWE 29,3,16,Tony Richardson up the middle for no gain (tackle by Jarvis Green),3.640,3.100
2,0:07,2,10,NWE 29,3,16,Trent Green spiked the ball,3.100,2.410
2,0:07,3,10,NWE 29,3,19,Lawrence Tynes 47 yard field goal good,2.410,3.000
2,,,,KAN 30,3,19,"Lawrence Tynes kicks off 12 yards, returned by Larry Izzo for no gain",0.000,0.940
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,3,19,"Adam Vinatieri kicks off 60 yards, returned by Dante Hall for 18 yards (tackle by Don Davis)",0.000,0.810
3,14:55,1,10,KAN 28,3,19,Trent Green pass complete to Eddie Kennison for 12 yards (tackle by Tedy Bruschi),0.810,1.600
3,14:18,1,10,KAN 40,3,19,Larry Johnson up the middle for 4 yards (tackle by Ty Warren),1.600,1.590
3,13:40,2,6,KAN 44,3,19,Trent Green sacked by Ty Warren for -8 yards,1.590,-0.160
3,13:03,3,14,KAN 36,3,19,Trent Green pass complete to Samie Parker for 8 yards (tackle by Asante Samuel),-0.160,-0.460
3,12:26,4,6,KAN 44,3,19,Dustin Colquitt punts 34 yards,-0.460,-0.410
3,12:17,1,10,NWE 22,3,19,Heath Evans right tackle for 3 yards (tackle by Carlos Hall),0.410,0.270
3,11:43,2,7,NWE 25,3,19,Tom Brady pass incomplete intended for Christian Fauria,0.270,-0.430
3,11:38,3,7,NWE 25,3,19,Tom Brady pass incomplete intended for Christian Fauria,-0.430,-1.700
3,11:33,4,7,NWE 25,3,19,Josh Miller punts 54 yards,-1.700,-1.070
3,11:20,1,10,KAN 32,3,19,Larry Johnson left tackle for 4 yards (tackle by Tedy Bruschi and Rosevelt Colvin),1.070,1.070
3,10:41,2,6,KAN 36,3,19,"Trent Green pass incomplete intended for Eddie Kennison. Penalty on Ellis Hobbs: Defensive Pass Interfere, 12 yards (no play)",1.070,2.130
3,10:36,1,10,KAN 48,3,25,"Trent Green pass complete to Dante Hall for 52 yards, touchdown",2.130,7.000
3,,,,NWE 2,3,26,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,3,26,"Lawrence Tynes kicks off 71 yards, returned by Tim Dwight for 32 yards (tackle by Chris Horn)",0.000,1.000
3,10:22,1,10,NWE 31,3,26,Tom Brady sacked by Sammy Knight for -7 yards,1.000,-0.490
3,9:51,2,17,NWE 24,3,26,Tom Brady pass complete to Heath Evans for 7 yards (tackle by John Browning),-0.490,-0.230
3,9:08,3,10,NWE 31,3,26,Tom Brady up the middle for 15 yards (tackle by Benny Sapp),-0.230,1.990
3,8:31,1,10,NWE 46,3,26,Tom Brady pass complete to Patrick Pass for -2 yards (tackle by Patrick Surtain and Kawika Mitchell),1.990,1.180
3,7:45,2,12,NWE 44,3,26,Tom Brady pass incomplete intended for Daniel Graham,1.180,0.500
3,7:40,3,12,NWE 44,3,26,Tom Brady pass complete to Daniel Graham for 15 yards (tackle by Derrick Johnson),0.500,2.850
3,6:59,1,10,KAN 41,3,26,Tom Brady pass complete to Tim Dwight for 18 yards (tackle by Patrick Surtain),2.850,4.040
3,6:25,1,10,KAN 23,3,26,Patrick Pass left end for 7 yards (tackle by Greg Wesley and Eric Warfield),4.040,4.560
3,5:48,2,3,KAN 16,3,26,Patrick Pass up the middle for 10 yards (tackle by Greg Wesley),4.560,5.830
3,5:06,1,6,KAN 6,3,26,Tom Brady pass incomplete intended for Deion Branch,5.830,4.950
3,5:02,2,6,KAN 6,3,26,Mike Cloud up the middle for 5 yards (tackle by Derrick Johnson),4.950,5.170
3,4:24,3,1,KAN 1,9,26,"Patrick Pass up the middle for 1 yard, touchdown",5.170,7.000
3,,,,KAN 2,10,26,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,10,26,"Adam Vinatieri kicks off 60 yards, returned by Dante Hall for 21 yards (tackle by Eugene Wilson)",0.000,1.000
3,4:15,1,10,KAN 31,10,26,Larry Johnson up the middle for 8 yards (tackle by Willie McGinest),1.000,1.540
3,3:40,2,2,KAN 39,10,26,Larry Johnson up the middle for 6 yards (tackle by Rosevelt Colvin and Tedy Bruschi),1.540,1.930
3,3:03,1,10,KAN 45,10,26,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",1.930,1.600
3,2:54,1,15,KAN 40,10,26,Trent Green pass complete to Larry Johnson for 8 yards (tackle by Tedy Bruschi),1.600,1.790
3,2:13,2,7,KAN 48,10,26,Larry Johnson up the middle for 6 yards (tackle by Tedy Bruschi),1.790,1.880
3,1:37,3,1,NWE 46,10,26,Larry Johnson up the middle for 5 yards (tackle by Ty Warren),1.880,2.850
3,0:57,1,10,NWE 41,10,26,Larry Johnson up the middle for 7 yards (tackle by Michael Stone),2.850,3.250
3,0:16,2,3,NWE 34,10,26,Trent Green pass complete to Dante Hall for 14 yards (tackle by Asante Samuel),3.250,4.240
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 20,10,26,"Larry Johnson left end for 3 yards (tackle by Richard Seymour). Larry Johnson fumbles (forced by Richard Seymour), recovered by Ty Warren at NWE-17 and returned for 5 yards (tackle by John Welbourn)",4.240,-0.410
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
4,14:51,1,10,NWE 22,10,26,Tom Brady pass complete to Tim Dwight for 6 yards (tackle by Eric Warfield),0.410,0.680
4,14:16,2,4,NWE 28,10,26,"Patrick Pass up the middle for 3 yards (tackle by John Browning). Patrick Pass fumbles (forced by John Browning), recovered by Logan Mankins at NWE-34",0.680,1.200
4,13:42,1,10,NWE 34,10,26,Patrick Pass up the middle for 4 yards (tackle by John Browning),1.200,1.200
4,13:07,2,6,NWE 38,10,26,Tom Brady pass complete to Deion Branch for 20 yards (tackle by Kawika Mitchell),1.200,2.790
4,12:33,1,10,KAN 42,10,26,Patrick Pass up the middle for no gain (tackle by Benny Sapp),2.790,2.240
4,11:56,2,10,KAN 42,10,26,Tom Brady pass complete to Deion Branch for 16 yards (tackle by Eric Warfield),2.240,3.840
4,11:16,1,10,KAN 26,10,26,Tom Brady pass complete to Tim Dwight for 20 yards (tackle by Benny Sapp),3.840,5.830
4,10:25,,,,10,26,Timeout #1 by New England Patriots,0.000,5.830
4,10:25,1,6,KAN 6,10,26,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Patrick Surtain and Greg Wesley),5.830,5.910
4,10:07,2,1,KAN 1,16,26,"Tom Brady pass complete to Christian Fauria for 1 yard, touchdown",5.910,7.000
4,,,,,16,26,"Two Point Attempt: Tom Brady pass incomplete intended for Christian Fauria, conversion fails",1.000,-1.000
4,,,,NWE 30,16,26,"Adam Vinatieri kicks off 64 yards, returned by Dante Hall for 39 yards (tackle by Mike Cloud)",0.000,1.930
4,9:54,1,10,KAN 45,16,26,Trent Green pass complete to Larry Johnson for -3 yards (tackle by Rosevelt Colvin),1.930,0.980
4,9:12,2,13,KAN 42,16,26,Larry Johnson right tackle for -3 yards (tackle by Ty Warren and Willie McGinest),0.980,-0.100
4,8:32,3,16,KAN 39,16,26,Trent Green pass complete to Samie Parker for 17 yards (tackle by Michael Stone),-0.100,2.650
4,7:47,1,10,NWE 44,16,26,--,2.650,1.440
4,7:06,2,15,NWE 49,16,26,Trent Green pass complete to Larry Johnson for 10 yards (tackle by Eugene Wilson),1.440,2.080
4,7:06,3,5,NWE 39,16,26,"Penalty on Trent Green: Delay of Game, 5 yards (no play)",2.080,1.420
4,5:59,3,10,NWE 44,16,26,Trent Green pass incomplete intended for Tony Gonzalez,1.420,0.330
4,5:54,4,10,NWE 44,16,26,"Dustin Colquitt punts 31 yards, returned by Troy Brown for 5 yards (tackle by Rich Scanlon)",0.330,-0.040
4,5:46,1,10,NWE 18,16,26,Tom Brady pass complete to Tim Dwight for 12 yards (tackle by Eric Warfield and Kawika Mitchell),0.040,0.940
4,5:17,1,10,NWE 30,16,26,Tom Brady sacked by Kendrell Bell for -1 yards,0.940,0.260
4,4:57,2,11,NWE 29,16,26,Tom Brady pass complete to Heath Evans for 8 yards (tackle by Kawika Mitchell),0.260,0.630
4,4:27,3,3,NWE 37,16,26,Heath Evans left end for 1 yard (tackle by Sammy Knight),0.630,-0.850
4,3:56,4,2,NWE 38,16,26,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Eric Warfield),-0.850,1.800
4,3:50,1,10,NWE 43,16,26,Tom Brady pass incomplete intended for Deion Branch is intercepted by Greg Wesley at KAN-32,1.800,-1.070
4,3:43,1,10,KAN 32,16,26,Larry Johnson up the middle for -2 yards (tackle by Willie McGinest),1.070,0.260
4,3:36,,,,16,26,Timeout #2 by New England Patriots,0.000,0.260
4,3:36,2,12,KAN 30,16,26,Trent Green sacked by Rosevelt Colvin for -7 yards,0.260,-1.350
4,3:30,,,,16,26,Timeout #3 by New England Patriots,0.000,-1.350
4,3:30,3,19,KAN 23,16,26,Larry Johnson up the middle for 2 yards (tackle by Tedy Bruschi),-1.350,-1.700
4,2:48,4,17,KAN 25,16,26,Dustin Colquitt punts 43 yards,-1.700,-1.330
4,2:39,1,10,NWE 36,16,26,Tom Brady pass complete to Heath Evans for 10 yards (tackle by Kawika Mitchell),1.330,1.990
4,2:17,1,10,NWE 46,16,26,Tom Brady pass incomplete intended for Ben Watson (defended by Sammy Knight),1.990,1.450
4,2:11,2,10,NWE 46,16,26,Tom Brady pass complete to Tim Dwight for 20 yards,1.450,3.310
4,2:03,1,10,KAN 34,16,26,Tom Brady pass incomplete intended for Tim Dwight is intercepted by Sammy Knight at KAN-11,3.310,0.370
4,1:56,1,10,KAN 11,16,26,Trent Green kneels for -1 yards,-0.370,-0.850
4,1:15,2,11,KAN 10,16,26,Trent Green kneels for -1 yards,-0.850,-1.650
4,0:38,3,12,KAN 9,16,26,Trent Green kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
