Quarter,Time,Down,ToGo,Location,CAR,BUF,Detail,EPB,EPA
1,8:51,3,4,CAR 20,0,0,Fred Jackson left guard for -4 yards (tackle by Star Lotulelei),3.400,1.870
1,8:15,4,8,CAR 24,0,0,Dan Carpenter 42 yard field goal no good,1.870,-1.070
1,8:10,1,10,CAR 32,0,0,DeAngelo Williams up the middle for 8 yards (tackle by Da'Norris Searcy and Kiko Alonso),1.070,1.610
1,7:28,2,2,CAR 40,0,0,Cam Newton pass incomplete deep left intended for Ted Ginn,1.610,0.890
1,7:22,3,2,CAR 40,0,0,Cam Newton pass complete short right to Greg Olsen for 4 yards (tackle by Aaron Williams),0.890,1.860
1,6:54,1,10,CAR 44,0,0,Cam Newton right tackle for 2 yards (tackle by Aaron Williams),1.860,1.590
1,6:11,2,8,CAR 46,0,0,Cam Newton right guard for 6 yards (tackle by Aaron Williams and Manny Lawson),1.590,1.690
1,5:24,3,2,BUF 48,0,0,Cam Newton sacked by Mario Williams and Manny Lawson for -5 yards,1.690,-0.260
1,4:49,4,7,CAR 47,0,0,Brad Nortman punts 46 yards,-0.260,0.380
1,4:38,1,10,BUF 7,0,0,C.J. Spiller right tackle for no gain (tackle by Luke Kuechly and Josh Thomas),-0.380,-0.780
1,4:05,2,10,BUF 7,0,0,C.J. Spiller right guard for 21 yards (tackle by Josh Thomas and Quintin Mikell),-0.780,0.810
1,3:41,1,10,BUF 28,0,0,Fred Jackson up the middle for 5 yards (tackle by Charles Godfrey and Quintin Mikell),0.810,0.940
1,3:19,2,5,BUF 33,0,0,Fred Jackson right guard for 1 yard (tackle by Colin Cole and Kawann Short),0.940,0.370
1,2:52,3,4,BUF 34,0,0,EJ Manuel pass incomplete deep right intended for Robert Woods,0.370,-1.110
1,2:48,4,4,BUF 34,0,0,"Shawn Powell punts 55 yards, returned by Ted Ginn for 12 yards (tackle by Garrison Sanborn)",-1.110,-0.480
1,2:34,1,10,CAR 23,0,0,DeAngelo Williams right tackle for -1 yards (tackle by Kyle Williams and Arthur Moats),0.480,-0.200
1,1:54,2,11,CAR 22,0,0,Cam Newton pass incomplete deep left intended for Steve Smith (defended by Leodis McKelvin),-0.200,-0.890
1,1:48,3,11,CAR 22,0,0,Cam Newton pass complete short left to Brandon LaFell for 12 yards (tackle by Jerry Hughes),-0.890,1.200
1,1:16,1,10,CAR 34,0,0,Cam Newton pass complete short left to Greg Olsen for 3 yards (tackle by Aaron Williams),1.200,1.060
1,0:35,2,7,CAR 37,0,0,DeAngelo Williams right tackle for 1 yard (tackle by Aaron Williams),1.060,0.500
Quarter,Time,Down,ToGo,Location,CAR,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,CAR 38,0,0,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Kyle Williams),0.500,-0.850
2,14:54,4,6,CAR 38,0,0,"Brad Nortman punts 62 yards, touchback",-0.850,-0.280
2,14:45,1,10,BUF 20,0,0,Robert Woods right tackle for 3 yards (tackle by Josh Thomas),0.280,0.140
2,14:25,2,7,BUF 23,0,0,C.J. Spiller right guard for 5 yards (tackle by Charles Johnson and Luke Kuechly),0.140,0.100
2,13:53,3,2,BUF 28,0,0,EJ Manuel pass complete short right to C.J. Spiller for 7 yards (tackle by Captain Munnerlyn),0.100,1.270
2,13:40,1,10,BUF 35,0,0,C.J. Spiller right guard for 5 yards (tackle by Luke Kuechly),1.270,1.400
2,13:12,2,5,BUF 40,0,0,"Penalty on Colin Brown: False Start, 5 yards (no play)",1.400,0.720
2,13:05,2,10,BUF 35,0,0,Fred Jackson up the middle for 4 yards (tackle by Luke Kuechly),0.720,0.560
2,12:40,3,6,BUF 39,0,0,EJ Manuel pass complete deep right to Steve Johnson for 19 yards (tackle by Quintin Mikell),0.560,2.790
2,12:14,1,10,CAR 42,0,0,EJ Manuel pass incomplete short middle intended for Scott Chandler (defended by Charles Godfrey),2.790,2.240
2,12:05,2,10,CAR 42,0,0,EJ Manuel pass complete short right to Fred Jackson for 3 yards (tackle by Captain Munnerlyn),2.240,1.950
2,11:31,3,7,CAR 39,0,0,EJ Manuel pass complete short right to Fred Jackson for 2 yards (tackle by Thomas Davis and Captain Munnerlyn),1.950,0.790
2,10:46,4,5,CAR 37,0,3,Dan Carpenter 55 yard field goal good,0.790,3.000
2,,,,BUF 35,,,"Dan Carpenter kicks off 73 yards, returned by Ted Ginn for 36 yards",,
2,10:35,1,10,CAR 28,0,3,Cam Newton pass incomplete deep right intended for Ted Ginn,0.810,0.260
2,10:29,2,10,CAR 28,0,3,DeAngelo Williams up the middle for 1 yard (tackle by Nigel Bradham),0.260,-0.300
2,9:49,3,9,CAR 29,0,3,Cam Newton pass incomplete deep middle intended for Steve Smith,-0.300,-1.440
2,9:44,4,9,CAR 29,0,3,"Penalty on Manny Lawson: Neutral Zone Infraction, 5 yards (no play)",-1.440,-1.110
2,9:44,4,4,CAR 34,0,3,"Brad Nortman punts 59 yards, returned by Leodis McKelvin for 19 yards (tackle by Chase Blackburn)",-1.110,-0.670
2,9:30,1,10,BUF 26,0,3,C.J. Spiller up the middle for 3 yards (tackle by Kawann Short),0.670,0.540
2,9:10,2,7,BUF 29,0,3,"C.J. Spiller up the middle for 2 yards (tackle by Jon Beason). Penalty on Lee Smith: Offensive Holding, 10 yards",0.540,-0.550
2,8:56,2,15,BUF 21,0,3,Fred Jackson up the middle for 2 yards (tackle by Luke Kuechly and Star Lotulelei),-0.550,-0.960
2,8:17,3,13,BUF 23,0,3,EJ Manuel pass complete short right to Tashard Choice for 1 yard (tackle by Thomas Davis),-0.960,-1.770
2,7:41,4,12,BUF 24,0,3,"Shawn Powell punts 44 yards, returned by Ted Ginn for 8 yards (tackle by Marcus Dowtin)",-1.770,-1.600
2,7:31,1,10,CAR 40,0,3,Cam Newton pass incomplete deep right intended for Steve Smith,1.600,1.050
2,7:24,2,10,CAR 40,0,3,Cam Newton pass incomplete short right intended for Steve Smith (defended by Leodis McKelvin),1.050,0.370
2,7:20,3,10,CAR 40,0,3,Cam Newton pass complete short right to Steve Smith for 11 yards (tackle by Kiko Alonso and Leodis McKelvin),0.370,2.320
2,6:41,1,10,BUF 49,0,3,DeAngelo Williams right guard for no gain (tackle by Mario Williams),2.320,1.780
2,6:03,2,10,BUF 49,0,3,Cam Newton pass incomplete deep left intended for Ted Ginn,1.780,1.780
2,5:57,2,10,BUF 49,0,3,Timeout #1 by Carolina Panthers,1.780,1.090
2,5:57,3,10,BUF 49,0,3,Cam Newton sacked by Mario Williams for -7 yards,1.090,-0.460
2,5:22,4,17,CAR 44,0,3,"Brad Nortman punts 39 yards, fair catch by Leodis McKelvin",-0.460,0.060
2,5:15,1,10,BUF 17,0,3,EJ Manuel pass complete deep right to Robert Woods for 19 yards (tackle by Captain Munnerlyn),-0.060,1.330
,,,,,,,"CAR challenged the ineligible receiver ruling, and the play was upheld.",,
2,4:41,1,10,BUF 36,0,3,EJ Manuel pass incomplete deep right intended for T.J. Graham (defended by Captain Munnerlyn),1.330,0.790
2,4:35,2,10,BUF 36,0,3,EJ Manuel pass complete short left to Steve Johnson for 9 yards (tackle by D.J. Moore),0.790,1.290
2,4:10,3,1,BUF 45,0,3,Fred Jackson up the middle for 3 yards (tackle by Mario Addison and Dwan Edwards),1.290,2.130
2,3:49,1,10,BUF 48,0,3,Fred Jackson up the middle for 3 yards (tackle by Mario Addison and Thomas Davis),2.130,1.990
2,3:24,2,7,CAR 49,0,3,C.J. Spiller right guard for 2 yards (tackle by Frank Alexander and Dwan Edwards),1.990,1.550
2,2:58,3,5,CAR 47,0,3,EJ Manuel pass complete short right to Scott Chandler for 2 yards (tackle by Captain Munnerlyn and Kawann Short),1.550,0.270
2,2:14,4,3,CAR 45,0,3,"Shawn Powell punts 35 yards, fair catch by Ted Ginn",0.270,0.380
2,2:07,1,10,CAR 10,0,3,DeAngelo Williams right guard for 10 yards (tackle by Da'Norris Searcy),-0.380,0.280
2,2:00,1,10,CAR 20,0,3,Cam Newton pass complete short left to Steve Smith for 13 yards (tackle by Leodis McKelvin and Aaron Williams),0.280,1.140
2,1:35,1,10,CAR 33,0,3,Cam Newton pass complete short right to Ted Ginn for 14 yards (tackle by Justin Rogers),1.140,2.060
2,1:29,1,10,CAR 47,0,3,Cam Newton pass complete short right to Mike Tolbert for no gain,2.060,1.520
2,1:23,2,10,CAR 47,0,3,"Cam Newton pass incomplete deep right intended for Greg Olsen. Penalty on Da'Norris Searcy: Defensive Holding, 5 yards (no play)",1.520,2.390
2,1:18,1,10,BUF 48,0,3,Cam Newton pass complete short right to Greg Olsen for 5 yards (tackle by Jerry Hughes),2.390,2.520
2,1:13,2,5,BUF 43,0,3,Cam Newton pass complete short left to Mike Tolbert for 18 yards (tackle by Jerry Hughes),2.520,3.910
2,0:47,1,10,BUF 25,0,3,Cam Newton pass complete short right to Ted Ginn for 8 yards (tackle by Justin Rogers),3.910,4.550
2,0:24,2,2,BUF 17,0,3,Mike Tolbert up the middle for 4 yards (tackle by Kiko Alonso and Jerry Hughes),4.550,4.550
2,0:23,2,2,BUF 17,0,3,Timeout #3 by Carolina Panthers,4.550,4.710
2,0:23,1,10,BUF 13,0,3,Cam Newton pass incomplete short right intended for Ted Ginn,4.710,4.050
2,0:18,2,10,BUF 13,6,3,"Cam Newton pass complete short middle to Greg Olsen for 13 yards, touchdown",4.050,7.000
2,0:18,,,BUF 2,7,3,Graham Gano kicks extra point good,0.000,0.000
2,0:18,,,CAR 35,7,3,"Graham Gano kicks off 74 yards, touchback",0.000,-0.280
2,0:13,1,10,BUF 20,7,3,EJ Manuel kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CAR,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,3,"Graham Gano kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,BUF 20,7,3,EJ Manuel pass complete short left to Frank Summers for 15 yards (tackle by Jon Beason),0.280,1.270
3,14:44,1,10,BUF 35,7,3,C.J. Spiller up the middle for -2 yards (tackle by Luke Kuechly and Greg Hardy),1.270,0.450
3,14:24,2,12,BUF 33,7,3,EJ Manuel pass complete short left to Robert Woods for 15 yards (tackle by Luke Kuechly and Thomas Davis),0.450,2.130
3,13:53,1,10,BUF 48,7,3,EJ Manuel pass complete deep middle to Robert Woods for 28 yards (tackle by Josh Norman),2.130,3.970
3,13:21,1,10,CAR 24,7,3,EJ Manuel pass complete short left to C.J. Spiller for 3 yards (tackle by Josh Norman),3.970,3.840
3,12:59,2,7,CAR 21,7,3,EJ Manuel up the middle for 3 yards (tackle by Charles Johnson and Greg Hardy),3.840,3.570
3,12:34,3,4,CAR 18,7,3,EJ Manuel pass complete short left to Steve Johnson for 7 yards (tackle by Thomas Davis and Josh Norman),3.570,4.840
3,12:14,1,10,CAR 11,7,3,C.J. Spiller left guard for -9 yards (tackle by Charles Johnson and Luke Kuechly),4.840,3.070
3,11:44,2,19,CAR 20,7,3,EJ Manuel pass incomplete short left intended for Robert Woods. Penalty on Robert Woods: Offensive Pass Interference (Declined),3.070,2.410
3,11:43,3,19,CAR 20,7,3,"EJ Manuel pass complete short middle to T.J. Graham for 8 yards (tackle by D.J. Moore and Luke Kuechly). Penalty on Jon Beason: Face Mask (15 Yards), 6 yards",2.410,5.830
3,11:29,1,6,CAR 6,7,3,C.J. Spiller right guard for 4 yards (tackle by Charles Johnson and Jon Beason),5.830,5.720
3,11:01,2,2,CAR 2,7,3,EJ Manuel pass incomplete short left intended for Steve Johnson (defended by Charles Godfrey),5.720,4.950
3,10:56,3,2,CAR 2,7,3,EJ Manuel pass incomplete short right intended for Scott Chandler,4.950,3.250
3,10:52,4,2,CAR 2,7,6,Dan Carpenter 20 yard field goal good,3.250,3.000
3,10:52,,,BUF 35,7,6,"Dan Carpenter kicks off 66 yards, touchback",0.000,-0.280
3,10:48,1,10,CAR 20,7,6,DeAngelo Williams up the middle for 2 yards (tackle by Manny Lawson and Alex Carrington),0.280,0.000
3,10:16,2,8,CAR 22,7,6,"Cam Newton pass complete short left to Steve Smith for 6 yards (tackle by Leodis McKelvin). Penalty on Leodis McKelvin: Defensive Pass Interference, 9 yards (no play)",0.000,1.000
3,10:02,1,10,CAR 31,7,6,Cam Newton pass incomplete short middle intended for Steve Smith,1.000,0.460
3,9:56,2,10,CAR 31,7,6,DeAngelo Williams up the middle for 3 yards (tackle by Kyle Williams and Marcell Dareus),0.460,0.170
3,9:22,3,7,CAR 34,7,6,Cam Newton sacked by Mario Williams and Marcell Dareus for -11 yards,0.170,-1.830
3,8:56,4,18,CAR 23,7,6,"Brad Nortman punts 53 yards, fair catch by Robert Woods. Penalty on Frank Summers: Defensive Holding, 6 yards (no play)",-1.830,0.870
3,8:48,1,10,CAR 29,7,6,DeAngelo Williams up the middle for 21 yards (tackle by Aaron Williams),0.870,2.260
3,8:10,1,10,,7,6,Cam Newton pass complete short right to Brandon LaFell for 9 yards (tackle by Nickell Robey),2.260,2.930
3,7:40,2,1,BUF 41,7,6,Mike Tolbert right guard for 1 yard (tackle by Nickell Robey),2.930,2.920
3,6:59,1,10,BUF 40,13,6,"Cam Newton pass complete deep left to Ted Ginn for 40 yards, touchdown",2.920,7.000
3,6:59,,,BUF 2,14,6,Graham Gano kicks extra point good,0.000,0.000
3,6:59,,,CAR 35,14,6,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,6:52,1,10,BUF 20,14,6,EJ Manuel pass complete short right to Scott Chandler for 7 yards (tackle by Thomas Davis and Captain Munnerlyn),0.280,0.680
3,6:24,2,3,BUF 27,14,6,C.J. Spiller up the middle for 7 yards (tackle by Greg Hardy),0.680,1.200
3,5:59,1,10,BUF 34,14,6,C.J. Spiller left tackle for -1 yards (tackle by Josh Norman),1.200,0.520
3,5:44,2,11,BUF 33,14,6,EJ Manuel pass complete short left to Steve Johnson for 10 yards (tackle by Jon Beason),0.520,1.160
3,5:15,3,1,BUF 43,14,6,Fred Jackson left guard for 2 yards (tackle by Star Lotulelei and Luke Kuechly),1.160,1.930
3,4:47,1,10,BUF 45,14,6,EJ Manuel pass complete short right to Steve Johnson for 45 yards (tackle by Michael Mitchell),1.930,4.910
3,4:27,1,10,CAR 10,14,6,"EJ Manuel right end for 2 yards (tackle by Frank Alexander). Penalty on Captain Munnerlyn: Defensive Holding, 4 yards",4.910,6.280
3,4:18,1,4,CAR 4,14,12,"Fred Jackson right guard for 4 yards, touchdown",6.280,7.000
3,4:18,,,,14,14,"Two Point Attempt: EJ Manuel pass complete to Robert Woods, conversion succeeds",0.000,1.000
3,4:18,,,BUF 35,14,14,"Dan Carpenter kicks off 70 yards, returned by Ted Ginn for 15 yards (tackle by Marcus Easley)",0.000,0.380
3,4:12,1,10,CAR 10,14,14,Cam Newton pass complete short left to Steve Smith for 10 yards (tackle by Leodis McKelvin),-0.380,0.280
3,3:34,1,10,CAR 20,14,14,DeAngelo Williams left guard for 1 yard (tackle by Arthur Moats and Kyle Williams),0.280,-0.130
3,2:56,2,9,CAR 21,14,14,Cam Newton pass complete short left to Brandon LaFell for -3 yards (tackle by Aaron Williams and Manny Lawson),-0.130,-1.330
3,2:09,3,12,CAR 18,14,14,"Cam Newton pass incomplete deep right intended for Brandon LaFell. Penalty on Aaron Williams: Unnecessary Roughness, 15 yards (no play)",-1.330,1.140
3,2:02,1,10,CAR 33,14,14,Cam Newton pass incomplete short left intended for Armanti Edwards,1.140,0.590
3,1:58,2,10,CAR 33,14,14,Cam Newton pass incomplete short right intended for Armanti Edwards (defended by Nickell Robey),0.590,-0.100
3,1:54,3,10,CAR 33,14,14,Cam Newton pass incomplete deep right intended for Ted Ginn,-0.100,-1.180
3,1:48,4,10,CAR 33,14,14,"Brad Nortman punts 51 yards, fair catch by Leodis McKelvin",-1.180,0.140
3,1:40,1,10,BUF 16,14,14,C.J. Spiller left guard for 9 yards (tackle by Michael Mitchell),-0.140,0.690
3,1:14,2,1,BUF 25,14,14,"EJ Manuel sacked by Quintin Mikell for -9 yards. EJ Manuel fumbles (forced by Quintin Mikell), recovered by Dwan Edwards at BUF-16 (tackle by Scott Chandler)",0.690,-4.510
3,0:59,1,10,BUF 16,14,14,DeAngelo Williams right tackle for 2 yards (tackle by Kiko Alonso and Justin Rogers),4.510,4.210
3,0:15,2,8,BUF 14,14,14,DeAngelo Williams left guard for 7 yards (tackle by Aaron Williams),4.210,4.850
Quarter,Time,Down,ToGo,Location,CAR,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BUF 7,14,14,Cam Newton left guard for 3 yards (tackle by Manny Lawson and Aaron Williams),4.850,6.280
4,14:16,1,4,BUF 4,14,14,Cam Newton pass complete short right to Brandon LaFell for -5 yards (tackle by Justin Rogers),6.280,6.280
4,13:30,1,4,BUF 4,14,14,Timeout #1 by Carolina Panthers,6.280,4.380
4,13:30,2,9,BUF 9,14,14,DeAngelo Williams up the middle for no gain (tackle by Kyle Williams),4.380,3.360
4,12:51,3,9,BUF 9,14,14,Cam Newton pass incomplete short right intended for Steve Smith (defended by Leodis McKelvin),3.360,2.830
4,12:47,4,9,BUF 9,17,14,Graham Gano 27 yard field goal good,2.830,3.000
4,12:47,,,CAR 35,17,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,12:44,1,10,BUF 20,17,14,EJ Manuel pass complete short left to Scott Chandler for 1 yard (tackle by Michael Mitchell),0.280,-0.130
4,12:19,2,9,BUF 21,17,14,EJ Manuel pass incomplete short middle intended for T.J. Graham is intercepted by Luke Kuechly at BUF-26,-0.130,-3.840
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,12:14,1,10,BUF 26,17,14,DeAngelo Williams up the middle for 1 yard (tackle by Kyle Williams),3.840,3.430
4,11:32,2,9,BUF 25,17,14,Cam Newton pass incomplete deep middle intended for Brandon LaFell,3.430,2.740
4,11:27,3,9,BUF 25,17,14,Cam Newton pass complete short right to Greg Olsen for 13 yards,2.740,4.780
4,10:52,1,10,BUF 12,17,14,DeAngelo Williams left tackle for 1 yard (tackle by Kiko Alonso and Marcell Dareus),4.780,4.270
4,10:13,2,9,BUF 11,17,14,DeAngelo Williams up the middle for 5 yards (tackle by Arthur Moats and Da'Norris Searcy),4.270,4.380
4,9:30,3,4,BUF 6,17,14,Cam Newton sacked by Mario Williams for -1 yards,4.380,2.980
4,8:44,4,5,BUF 7,20,14,Graham Gano 25 yard field goal good,2.980,3.000
4,8:44,,,CAR 35,20,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,8:41,1,10,BUF 20,20,14,C.J. Spiller right guard for 46 yards (tackle by Thomas Davis),0.280,3.310
4,8:07,1,10,CAR 34,20,14,Fred Jackson right guard for no gain (tackle by Charles Johnson and Greg Hardy),3.310,2.770
4,7:44,2,10,CAR 34,20,14,EJ Manuel pass complete short middle to Fred Jackson for 4 yards (tackle by Thomas Davis),2.770,2.610
4,7:19,3,6,CAR 30,20,14,EJ Manuel pass incomplete short right intended for Fred Jackson,2.610,1.430
4,7:18,4,6,CAR 30,20,17,Dan Carpenter 48 yard field goal good,1.430,3.000
4,7:18,,,BUF 35,20,17,"Dan Carpenter kicks off 74 yards, touchback",0.000,-0.280
4,7:13,1,10,CAR 20,20,17,Cam Newton pass complete short left to Greg Olsen for 15 yards (tackle by Arthur Moats),0.280,1.270
4,6:33,1,10,CAR 35,20,17,Mike Tolbert up the middle for 5 yards (tackle by Alex Carrington),1.270,1.400
4,5:51,2,5,CAR 40,20,17,DeAngelo Williams up the middle for 3 yards (tackle by Kiko Alonso and Aaron Williams),1.400,1.090
4,5:05,3,2,CAR 43,20,17,Cam Newton left tackle for 4 yards (tackle by Kiko Alonso),1.090,2.060
4,4:20,1,10,CAR 47,20,17,DeAngelo Williams left tackle for 5 yards (tackle by Arthur Moats and Da'Norris Searcy),2.060,2.190
4,3:37,2,5,BUF 48,20,17,DeAngelo Williams right tackle for 7 yards (tackle by Arthur Moats),2.190,2.850
4,2:52,1,10,BUF 41,20,17,Mike Tolbert up the middle for 9 yards (tackle by Da'Norris Searcy and Aaron Williams),2.850,3.520
4,2:07,2,1,BUF 32,20,17,Mike Tolbert up the middle for 2 yards (tackle by Kiko Alonso and Alex Carrington),3.520,3.580
4,2:00,1,10,BUF 30,20,17,DeAngelo Williams up the middle for 5 yards (tackle by Da'Norris Searcy),3.580,3.580
4,1:53,1,10,BUF 30,20,17,Timeout #1 by Buffalo Bills,3.580,3.710
4,1:53,2,5,BUF 25,20,17,DeAngelo Williams up the middle for no gain (tackle by Kyle Williams and Alex Carrington),3.710,3.710
4,1:48,2,5,BUF 25,20,17,Timeout #2 by Buffalo Bills,3.710,3.010
4,1:48,3,5,BUF 25,20,17,Mike Tolbert right guard for 4 yards (tackle by Arthur Moats),3.010,3.010
4,1:42,3,5,BUF 25,20,17,Timeout #3 by Buffalo Bills,3.010,2.210
4,1:42,4,1,BUF 21,23,17,Graham Gano 39 yard field goal good,2.210,3.000
4,1:42,,,CAR 35,23,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,1:38,1,10,BUF 20,23,17,EJ Manuel pass complete short left to Steve Johnson for 8 yards (tackle by Colin Jones),0.280,0.810
4,1:28,2,2,BUF 28,23,17,EJ Manuel pass complete short middle to C.J. Spiller for 12 yards (tackle by Luke Kuechly and Thomas Davis),0.810,1.600
4,1:09,1,10,BUF 40,23,17,EJ Manuel pass complete short middle to Fred Jackson for 14 yards (tackle by Thomas Davis),1.600,2.520
4,0:47,1,10,CAR 46,23,17,EJ Manuel pass incomplete short right intended for Fred Jackson (defended by Thomas Davis),2.520,1.980
4,0:40,2,10,CAR 46,23,17,EJ Manuel pass complete short right to Steve Johnson for 11 yards (tackle by D.J. Moore),1.980,3.250
4,0:33,1,10,CAR 35,23,17,EJ Manuel pass incomplete short middle intended for C.J. Spiller,3.250,2.700
4,0:29,2,10,CAR 35,23,17,EJ Manuel pass complete short right to C.J. Spiller for 4 yards,2.700,2.540
4,0:21,3,6,CAR 31,23,17,"EJ Manuel pass incomplete deep middle intended for Steve Johnson is intercepted by Colin Jones at CAR-7 and returned for 4 yards. Penalty on Luke Kuechly: Defensive Pass Interference, 20 yards (no play)",2.540,4.840
4,0:14,1,10,CAR 11,23,17,EJ Manuel right end for 9 yards (tackle by Captain Munnerlyn and Luke Kuechly),4.840,5.850
4,0:06,2,1,CAR 2,23,23,"EJ Manuel pass complete short left to Steve Johnson for 2 yards, touchdown",5.850,7.000
4,0:06,,,CAR 2,23,24,Dan Carpenter kicks extra point good,0.000,0.000
4,0:06,,,BUF 35,23,24,Dan Carpenter kicks off 25 yards,0.000,-1.600
4,0:01,1,10,CAR 40,23,24,Cam Newton sacked by Kiko Alonso for -16 yards,1.600,-1.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
