Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
1,8:08,2,10,SEA 27,0,0,Matt Hasselbeck pass incomplete deep right intended for Deion Branch,0.200,-0.490
1,8:04,3,10,SEA 27,0,0,Matt Hasselbeck pass incomplete short left intended for Nate Burleson (defended by Ken Lucas),-0.490,-1.570
1,7:56,4,10,SEA 27,0,0,"Ryan Plackemeier punts 49 yards, returned by Ryne Robinson for 18 yards (tackle by Jordan Babineaux)",-1.570,-1.730
1,7:45,1,10,CAR 42,0,0,Steve Smith left end for -1 yards (tackle by Kelly Jennings),1.730,1.050
1,7:11,2,11,CAR 41,0,0,DeAngelo Williams right end for 1 yard (tackle by Lofa Tatupu),1.050,0.500
1,6:29,3,10,CAR 42,0,0,Matt Moore pass incomplete short left intended for Steve Smith,0.500,-0.590
1,6:26,4,10,CAR 42,0,0,"Jason Baker punts 46 yards, returned by Nate Burleson for 12 yards (tackle by Jason Kyle)",-0.590,-0.540
1,6:12,1,10,SEA 24,0,0,"Matt Hasselbeck for no gain. Matt Hasselbeck fumbles, recovered by Sean Locklear at SEA-19",0.540,-0.740
1,5:33,2,15,SEA 19,0,0,Matt Hasselbeck pass incomplete short right intended for Leonard Weaver,-0.740,-1.430
1,5:27,3,15,SEA 19,0,0,Matt Hasselbeck pass complete short left to Leonard Weaver for 6 yards (tackle by Richard Marshall),-1.430,-1.700
1,4:45,4,9,SEA 25,0,0,"Ryan Plackemeier punts 43 yards, returned by Ryne Robinson for no gain",-1.700,-1.070
1,4:37,1,10,CAR 32,0,0,Matt Moore pass complete short left to DeAngelo Williams for 4 yards (tackle by LeRoy Hill),1.070,1.070
1,3:58,2,6,CAR 36,0,0,DeAngelo Williams right end for -2 yards (tackle by Julian Peterson),1.070,0.100
1,3:18,3,8,CAR 34,0,0,Matt Moore pass incomplete short middle intended for Steve Smith (defended by Kevin Hobbs),0.100,-1.110
1,3:15,4,8,CAR 34,0,0,"Jason Baker punts 53 yards, returned by Nate Burleson for 13 yards (tackle by Tim Shaw)",-1.110,-0.670
1,3:14,1,10,SEA 26,0,0,Matt Hasselbeck pass complete short middle to Bobby Engram for 6 yards (tackle by Chris Harris),0.670,0.940
1,2:49,2,4,SEA 32,0,0,Matt Hasselbeck pass complete short right to Bobby Engram for 10 yards (tackle by Julius Peppers),0.940,1.730
1,2:27,1,10,SEA 42,0,0,Matt Hasselbeck pass incomplete short middle intended for Nate Burleson,1.730,1.190
1,2:22,2,10,SEA 42,0,0,Matt Hasselbeck pass complete short right to Deion Branch for 7 yards (tackle by Richard Marshall),1.190,1.420
1,1:47,3,3,SEA 49,0,0,Nate Burleson left end for 1 yard (tackle by Ken Lucas),1.420,-0.060
1,1:10,4,2,,0,0,Ryan Plackemeier punts 48 yards,-0.060,0.380
1,0:59,1,10,CAR 2,0,0,DeShaun Foster right guard for 2 yards (tackle by Patrick Kerney and Rocky Bernard),-0.380,-0.630
1,0:22,2,8,CAR 4,0,0,DeShaun Foster left guard for 4 yards (tackle by Deon Grant),-0.630,-0.720
1,0:06,,,,0,0,Timeout #1 by Seattle Seahawks,0.000,-0.720
1,0:06,3,4,CAR 8,0,0,DeAngelo Williams right guard for 6 yards (tackle by Patrick Kerney),-0.720,-0.280
Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 14,0,0,Matt Moore pass incomplete deep middle intended for Drew Carter (defended by Deon Grant),-0.280,-0.750
2,14:53,2,10,CAR 14,0,0,DeAngelo Williams left tackle for 4 yards (tackle by Brian Russell),-0.750,-0.920
2,14:16,3,6,CAR 18,0,0,Matt Moore pass complete short right to Jeff King for 13 yards (tackle by Marcus Trufant),-0.920,1.000
2,13:37,1,10,CAR 31,0,0,Matt Moore pass complete short left to Steve Smith for 8 yards (tackle by Marcus Trufant),1.000,1.540
2,13:10,2,2,CAR 39,0,0,DeAngelo Williams left guard for 1 yard (tackle by Julian Peterson),1.540,0.960
2,12:31,3,1,CAR 40,0,0,Matt Moore pass incomplete short right intended for Drew Carter,0.960,-0.720
2,12:27,4,1,CAR 40,0,0,"Jason Baker punts 43 yards, returned by Nate Burleson for 4 yards (tackle by Dante Rosario)",-0.720,-0.340
2,12:18,1,10,SEA 21,0,0,Shaun Alexander left tackle for no gain (tackle by Ken Lucas),0.340,-0.200
2,11:42,2,10,SEA 21,0,0,Matt Hasselbeck up the middle for 11 yards (tackle by Damione Lewis),-0.200,1.070
2,10:58,1,10,SEA 32,0,0,Matt Hasselbeck pass complete short left to Deion Branch for 13 yards (tackle by Brad Hoover),1.070,1.930
2,10:15,1,10,SEA 45,0,0,Matt Hasselbeck pass complete short left to Deion Branch for 11 yards (tackle by Ken Lucas),1.930,2.650
2,9:46,1,10,CAR 44,0,0,Shaun Alexander right end for 1 yard (tackle by Ma'ake Kemoeatu),2.650,2.250
2,9:09,2,9,CAR 43,0,0,Maurice Morris left end for 6 yards (tackle by Ken Lucas),2.250,2.350
2,8:39,,,,0,0,Timeout #1 by Carolina Panthers,0.000,2.350
2,8:39,3,3,CAR 37,0,0,Matt Hasselbeck pass incomplete short left intended for Leonard Weaver,2.350,0.790
2,8:34,4,3,CAR 37,0,0,"Ryan Plackemeier punts 37 yards, touchback",0.790,-0.280
2,8:26,1,10,CAR 20,0,0,"Matt Moore pass complete short left to Brad Hoover for 1 yard (tackle by Brian Russell). Penalty on Kelly Jennings: Illegal Contact, 5 yards (no play)",0.280,0.610
2,8:03,1,10,CAR 25,0,0,DeShaun Foster left tackle for 1 yard (tackle by Brandon Mebane),0.610,0.200
2,7:22,2,9,CAR 26,0,0,DeShaun Foster right guard for 3 yards (tackle by Patrick Kerney and Deon Grant),0.200,-0.100
2,6:44,3,6,CAR 29,0,0,Matt Moore pass complete short left to Ryne Robinson for 8 yards (tackle by Jordan Babineaux),-0.100,1.400
2,6:07,1,10,CAR 37,0,0,Matt Moore pass incomplete short right intended for Steve Smith,1.400,0.860
2,6:03,2,10,CAR 37,0,0,DeShaun Foster left guard for 6 yards (tackle by LeRoy Hill),0.860,0.960
2,5:24,3,4,CAR 43,0,0,Matt Moore pass complete short right to Drew Carter for 5 yards (tackle by Jordan Babineaux),0.960,2.130
2,4:42,1,10,CAR 48,0,0,"Matt Moore for no gain. Matt Moore fumbles, recovered by Matt Moore at CAR-44",2.130,1.040
2,4:07,2,14,CAR 44,0,0,"DeAngelo Williams right tackle for 2 yards (tackle by LeRoy Hill). Penalty on Mike Wahle: Offensive Holding, 10 yards (no play)",1.040,-0.310
2,3:38,2,24,CAR 34,0,0,DeAngelo Williams up the middle for 5 yards (tackle by Brandon Mebane),-0.310,-0.290
2,2:59,3,19,CAR 39,0,0,"Penalty on Geoff Hangartner: False Start, 5 yards (no play)",-0.290,-0.960
2,2:39,3,24,CAR 34,0,0,"Matt Moore pass complete short right to Jeff King for no gain. Matt Moore fumbles, recovered by Matt Moore at CAR-29",-0.960,-1.110
2,1:58,4,24,CAR 34,0,0,"Jason Baker punts 47 yards, returned by Nate Burleson for 9 yards (tackle by Jason Kyle)",-1.110,-0.810
2,1:50,1,10,SEA 28,0,0,Matt Hasselbeck pass complete short left to Maurice Morris for 8 yards (tackle by Ken Lucas),0.810,1.340
2,1:25,2,2,SEA 36,0,0,Matt Hasselbeck pass complete short right to Bobby Engram for 10 yards (tackle by Patrick Dendy),1.340,1.990
2,1:06,1,10,SEA 46,0,0,Matt Hasselbeck pass incomplete short left intended for Maurice Morris,1.990,1.450
2,1:03,2,10,SEA 46,0,0,Matt Hasselbeck pass complete short middle to Bobby Engram for 8 yards (tackle by Jon Beason),1.450,1.820
2,0:39,3,2,CAR 46,0,0,Matt Hasselbeck pass complete short right to Deion Branch for 5 yards (tackle by Patrick Dendy),1.820,2.850
2,0:33,,,,0,0,Timeout #2 by Seattle Seahawks,0.000,2.850
2,0:33,1,10,CAR 41,0,0,Matt Hasselbeck pass incomplete short right intended for Maurice Morris,2.850,2.310
2,0:28,2,10,CAR 41,0,0,Matt Hasselbeck pass incomplete short left intended for Maurice Morris (defended by Mike Rucker),2.310,1.620
2,0:24,3,10,CAR 41,0,0,Matt Hasselbeck pass incomplete short right intended for Deion Branch,1.620,0.530
2,0:20,4,10,CAR 41,0,0,Ryan Plackemeier punts 38 yards,0.530,0.380
2,0:09,1,10,CAR 3,0,0,DeAngelo Williams right guard for 2 yards (tackle by Julian Peterson),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,0,0,John Kasay kicks off 62 yards,0.000,1.600
3,15:00,1,10,SEA 40,0,0,"Matt Hasselbeck pass incomplete short right intended for Deion Branch (defended by Richard Marshall). Penalty on Richard Marshall: Defensive Pass Interference, 10 yards (no play)",1.600,2.260
3,14:56,1,10,,0,0,Matt Hasselbeck pass complete short right to Leonard Weaver for 5 yards (tackle by Jon Beason),2.260,2.390
3,14:29,2,5,CAR 45,0,0,Matt Hasselbeck pass complete short right to Bobby Engram for 6 yards (tackle by Chris Harris),2.390,2.980
3,13:57,1,10,CAR 39,0,0,Shaun Alexander left tackle for 2 yards (tackle by Jon Beason and Thomas Davis),2.980,2.710
3,13:10,2,8,CAR 37,0,0,Matt Hasselbeck pass complete short right to Deion Branch for 7 yards (tackle by Patrick Dendy),2.710,2.940
3,12:37,3,1,CAR 30,0,0,Shaun Alexander right tackle for -6 yards (tackle by Kris Jenkins),2.940,0.880
3,11:50,4,7,CAR 36,0,0,"Ryan Plackemeier punts 27 yards, fair catch by Ryne Robinson",0.880,0.380
3,11:41,1,10,CAR 9,0,0,DeShaun Foster up the middle for 6 yards (tackle by Darryl Tapp and Julian Peterson),-0.380,-0.280
3,11:00,2,4,CAR 15,0,0,Matt Moore pass complete short right to Steve Smith for 11 yards (tackle by Marcus Trufant),-0.280,0.670
3,10:23,1,10,CAR 26,0,0,DeShaun Foster right guard for no gain (tackle by Deon Grant and Patrick Kerney),0.670,0.130
3,9:41,2,10,CAR 26,0,0,Matt Moore pass complete deep middle to Christian Fauria for 16 yards (tackle by Jordan Babineaux),0.130,1.730
3,9:01,1,10,CAR 42,0,0,DeAngelo Williams up the middle for 3 yards (tackle by Deon Grant),1.730,1.590
3,8:23,2,7,CAR 45,0,0,DeAngelo Williams right guard for 1 yard (tackle by Deon Grant),1.590,1.030
3,7:41,3,6,CAR 46,0,0,Matt Moore pass complete short left to Ryne Robinson for 12 yards (tackle by Brian Russell),1.030,2.790
3,7:00,1,10,SEA 42,0,0,Steve Smith right end for 1 yard (tackle by Jordan Babineaux and Deon Grant),2.790,2.380
3,6:27,2,9,SEA 41,0,0,DeShaun Foster right guard for 2 yards (tackle by Darryl Tapp),2.380,1.950
3,5:46,3,7,SEA 39,0,0,Matt Moore pass complete short left to Steve Smith for 6 yards,1.950,1.210
3,5:25,4,1,SEA 33,0,0,DeShaun Foster up the middle for no gain (tackle by Darryl Tapp),1.210,-1.200
3,5:18,1,10,SEA 34,0,0,"Penalty on Marcus Pollard: False Start, 5 yards (no play)",1.200,0.870
3,5:18,1,15,SEA 29,0,0,Matt Hasselbeck pass incomplete short middle intended for Shaun Alexander,0.870,-0.020
3,5:14,2,15,SEA 29,0,0,"Shaun Alexander right tackle for 20 yards (tackle by Chris Harris). Shaun Alexander fumbles (forced by Chris Harris), recovered by Bobby Engram at CAR-36",-0.020,3.180
3,5:14,1,10,CAR 36,0,0,"Penalty on SEA: Offensive 12 On-field, 5 yards (no play)",3.180,2.850
3,4:06,1,15,CAR 41,0,0,Matt Hasselbeck sacked by Na'il Diggs for -11 yards,2.850,0.480
3,3:35,2,26,SEA 48,0,0,Matt Hasselbeck pass complete short left to Shaun Alexander for 6 yards (tackle by Damione Lewis),0.480,0.630
3,2:56,,,,0,0,Timeout #1 by Carolina Panthers,0.000,0.630
3,2:56,3,20,CAR 46,0,0,Matt Hasselbeck pass incomplete deep left intended for Bobby Engram (defended by Chris Harris),0.630,0.200
3,2:51,4,20,CAR 46,0,0,"Ryan Plackemeier punts 46 yards, touchback",0.200,-0.280
3,2:43,1,10,CAR 20,0,0,Matt Moore pass incomplete short right intended for Drew Carter,0.280,-0.270
3,2:37,2,10,CAR 20,0,0,Matt Moore pass complete short left to Steve Smith for 13 yards (tackle by Kelly Jennings),-0.270,1.140
3,1:52,1,10,CAR 33,0,0,DeShaun Foster left guard for 2 yards (tackle by Brandon Mebane),1.140,0.860
3,1:18,2,8,CAR 35,0,0,DeShaun Foster right end for 5 yards (tackle by Marcus Trufant),0.860,0.830
3,0:39,3,3,CAR 40,0,0,Matt Moore pass complete short right to Drew Carter for 5 yards (tackle by Marcus Trufant),0.830,1.930
Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 45,0,0,Matt Moore pass complete short left to Drew Carter for 12 yards (tackle by Brian Russell),1.930,2.720
4,14:20,1,10,SEA 43,0,0,DeAngelo Williams left tackle for no gain (tackle by Lofa Tatupu),2.720,2.180
4,13:43,2,10,SEA 43,0,0,DeAngelo Williams right tackle for no gain (tackle by Lofa Tatupu),2.180,1.490
4,13:03,3,10,SEA 43,0,0,Matt Moore pass complete short right to DeAngelo Williams for 7 yards (tackle by Brandon Mebane),1.490,0.890
4,12:23,4,3,SEA 36,0,3,John Kasay 53 yard field goal good,0.890,3.000
4,,,,CAR 30,0,3,"John Kasay kicks off 70 yards, touchback",0.000,0.280
4,12:18,1,10,SEA 20,0,3,Matt Hasselbeck pass complete short left to Maurice Morris for 13 yards (tackle by Richard Marshall),0.280,1.140
4,11:37,1,10,SEA 33,0,3,Matt Hasselbeck pass complete short left to Bobby Engram for 19 yards (tackle by Ken Lucas),1.140,2.390
4,10:53,1,10,CAR 48,0,3,Maurice Morris left tackle for 6 yards (tackle by Jon Beason and Damione Lewis),2.390,2.660
4,10:20,2,4,CAR 42,0,3,Matt Hasselbeck pass complete short right to Bobby Engram for 5 yards (tackle by Richard Marshall),2.660,3.120
4,9:57,1,10,CAR 37,0,3,"Matt Hasselbeck pass incomplete deep right intended for Nate Burleson. Penalty on Richard Marshall: Defensive Pass Interference, 24 yards (no play)",3.120,4.710
4,9:51,1,10,CAR 13,0,3,Matt Hasselbeck pass incomplete short middle intended for Deion Branch,4.710,4.050
4,9:45,2,10,CAR 13,0,3,Matt Hasselbeck pass complete short right to Maurice Morris for 5 yards (tackle by Thomas Davis),4.050,4.100
4,9:04,3,5,CAR 8,0,3,Maurice Morris up the middle for 4 yards (tackle by Jon Beason),4.100,3.040
4,8:26,4,1,CAR 4,3,3,Josh Brown 23 yard field goal good,3.040,3.000
4,,,,SEA 30,3,3,"Josh Brown kicks onside 47 yards, recovered by Geoff Hangartner and returned for 16 yards",0.000,1.530
4,8:17,1,10,CAR 39,3,3,Matt Moore pass incomplete deep left intended for Drew Carter,1.530,0.990
4,8:12,2,10,CAR 39,3,3,Brad Hoover left guard for 1 yard (tackle by Brandon Mebane and Patrick Kerney),0.990,0.430
4,7:35,3,9,CAR 40,3,3,Matt Moore pass complete short right to Steve Smith for 15 yards (tackle by Jordan Babineaux),0.430,2.590
4,7:08,1,10,SEA 45,3,3,Matt Moore pass complete short left to Steve Smith for 9 yards (tackle by Kelly Jennings),2.590,3.260
4,6:28,2,1,SEA 36,3,3,DeShaun Foster up the middle for no gain (tackle by Lofa Tatupu and Brian Russell),3.260,2.540
4,5:48,3,1,SEA 36,3,3,Matt Moore pass complete short left to Steve Smith for 7 yards (tackle by Brian Russell),2.540,3.640
4,5:07,1,10,SEA 29,3,3,DeShaun Foster left end for no gain (tackle by Darryl Tapp),3.640,3.100
4,4:25,2,10,SEA 29,3,3,DeShaun Foster left tackle for 9 yards (tackle by Patrick Kerney),3.100,3.600
4,3:45,3,1,SEA 20,3,3,DeShaun Foster up the middle for no gain (tackle by Patrick Kerney),3.600,2.270
4,3:02,4,1,SEA 20,3,6,John Kasay 37 yard field goal good,2.270,3.000
4,,,,CAR 30,3,6,"John Kasay kicks off 68 yards, returned by Nate Burleson for 13 yards (tackle by Quinton Teal)",0.000,-0.220
4,2:55,1,10,SEA 15,3,6,Matt Hasselbeck pass complete deep left to Ben Obomanu for 18 yards (tackle by Chris Harris),-0.220,1.140
4,2:49,1,10,SEA 33,3,6,Matt Hasselbeck sacked by Kris Jenkins for -8 yards,1.140,-0.490
4,2:16,2,18,SEA 25,3,6,Matt Hasselbeck pass complete short middle to Bobby Engram for 12 yards (tackle by Chris Harris),-0.490,0.430
4,2:00,3,6,SEA 37,3,6,Matt Hasselbeck pass complete short right to Deion Branch for 12 yards (tackle by Patrick Dendy),0.430,2.190
4,1:55,1,10,SEA 49,3,6,Matt Hasselbeck pass complete short left to Bobby Engram for 8 yards (tackle by Ken Lucas),2.190,2.730
4,1:44,,,,3,6,Timeout #1 by Seattle Seahawks,0.000,2.730
4,1:44,2,2,CAR 43,3,6,"Matt Hasselbeck sacked by Thomas Davis for -8 yards. Matt Hasselbeck fumbles (forced by Thomas Davis), recovered by Richard Marshall at SEA-40 (tackle by Maurice Morris)",2.730,-2.920
4,1:38,1,10,SEA 40,3,6,DeAngelo Williams left end for 7 yards (tackle by Marcus Trufant),2.920,3.320
4,1:28,,,,3,6,Timeout #2 by Seattle Seahawks,0.000,3.320
4,1:28,2,3,SEA 33,3,6,DeAngelo Williams right end for -2 yards (tackle by Craig Terrill),3.320,2.340
4,1:24,,,,3,6,Timeout #3 by Seattle Seahawks,0.000,2.340
4,1:24,3,5,SEA 35,3,12,"DeAngelo Williams up the middle for 35 yards, touchdown",2.340,7.000
4,,,,SEA 2,3,13,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,3,13,"John Kasay kicks off 66 yards, returned by Nate Burleson for 31 yards (tackle by C.J. Wilson)",0.000,1.270
4,1:11,1,10,SEA 35,3,13,Matt Hasselbeck pass complete short middle to Maurice Morris for 5 yards (tackle by Richard Marshall),1.270,1.400
4,0:32,2,5,SEA 40,3,13,Matt Hasselbeck pass complete deep left to Nate Burleson for 20 yards (tackle by Jon Beason),1.400,2.920
4,0:29,1,10,CAR 40,3,13,Matt Hasselbeck pass incomplete short right intended for Deion Branch,2.920,2.370
4,0:29,2,10,CAR 40,3,13,Matt Hasselbeck pass incomplete deep middle intended for Will Heller,2.370,1.680
4,0:24,3,10,CAR 40,3,13,Matt Hasselbeck pass complete short middle to Will Heller for 25 yards (tackle by Chris Harris),1.680,4.580
4,0:07,1,10,CAR 15,9,13,"Matt Hasselbeck pass complete short right to Deion Branch for 15 yards, touchdown",4.580,7.000
4,,,,CAR 2,10,13,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,10,13,Josh Brown kicks off 32 yards. Penalty on SEA: Illegal Formation (Declined),0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
