Quarter,Time,Down,ToGo,Location,NOR,CLE,Detail,EPB,EPA
1,10:34,1,10,NOR 20,0,0,Alvin Kamara right tackle for 3 yards (tackle by Chase Winovich),0.280,0.140
1,9:59,2,7,NOR 23,0,0,Andy Dalton pass incomplete short middle intended for Alvin Kamara (defended by Taven Bryan),0.140,-0.560
1,9:55,3,7,NOR 23,0,0,Andy Dalton pass complete short middle to David Johnson for 8 yards (tackle by Deion Jones),-0.560,1.000
1,9:11,1,10,NOR 31,0,0,Alvin Kamara right guard for 8 yards (tackle by Chase Winovich and Perrion Winfrey),1.000,1.540
1,8:29,,,,,,Timeout #1 by Cleveland Browns,,
1,8:29,2,2,NOR 39,0,0,David Johnson right guard for 1 yard (tackle by Perrion Winfrey and Reggie Ragland),1.540,0.960
1,7:50,3,1,NOR 40,0,0,Alvin Kamara left guard for 5 yards (tackle by John Johnson),0.960,1.930
1,7:10,1,10,NOR 45,0,0,Andy Dalton pass complete short right to Rashid Shaheed for 16 yards (tackle by Reggie Ragland),1.930,2.980
1,6:38,1,10,CLE 39,0,0,Alvin Kamara right guard for 2 yards (tackle by Reggie Ragland and Tony Fields),2.980,2.710
1,5:49,2,8,CLE 37,0,0,"Andy Dalton pass incomplete deep left. Penalty on Andy Dalton: Intentional Grounding, 10 yards (accepted)",2.710,0.700
1,5:49,3,18,CLE 47,0,0,Andy Dalton pass complete short middle to Alvin Kamara for 5 yards (tackle by Tony Fields),0.700,0.460
1,5:19,4,13,CLE 42,0,0,Blake Gillikin punts 39 yards,0.460,0.380
1,5:10,1,10,CLE 3,0,0,Nick Chubb right guard for 4 yards (tackle by Kaden Elliss and Paulson Adebo),-0.380,-0.490
1,4:32,2,6,CLE 7,0,0,Nick Chubb left guard for -2 yards (tackle by Carl Granderson),-0.490,-1.190
1,3:52,3,8,CLE 5,0,0,Deshaun Watson pass incomplete deep left intended for Donovan Peoples-Jones,-1.190,-2.490
1,3:47,4,8,CLE 5,0,0,"Corey Bojorquez punts 40 yards, returned by Rashid Shaheed for no gain (tackle by Jordan Kunaszyk)",-2.490,-2.590
1,3:38,1,10,CLE 45,0,0,Alvin Kamara left end for no gain (tackle by Tony Fields),2.590,2.040
1,3:04,2,10,CLE 45,0,0,"Andy Dalton aborted snap, recovered by Andy Dalton at CLE-45 Andy Dalton pass incomplete short left intended for Alvin Kamara",2.040,1.360
1,2:57,3,10,CLE 45,0,0,Andy Dalton pass short middle intended for Juwan Johnson is intercepted by Grant Delpit at CLE-30 and returned for 40 yards (tackle by Erik McCoy and Andy Dalton),1.360,-3.580
1,2:44,1,10,NOR 30,0,0,Nick Chubb right guard for 5 yards (tackle by Chase Hansen and Tyrann Mathieu),3.580,3.710
1,2:05,2,5,NOR 25,0,0,Nick Chubb left guard for 6 yards (tackle by David Onyemata and Kaden Elliss),3.710,4.310
1,1:24,1,10,NOR 19,0,0,Nick Chubb left tackle for 1 yard (tackle by Cameron Jordan),4.310,3.880
1,0:42,2,9,NOR 18,0,0,Deshaun Watson pass complete short right to David Njoku for 6 yards (tackle by Kaden Elliss),3.880,4.190
Quarter,Time,Down,ToGo,Location,NOR,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,NOR 12,0,6,"Deshaun Watson left end for 12 yards, touchdown",4.190,7.000
2,14:55,,,NOR 15,0,7,Cade York kicks extra point good,0.000,0.000
2,14:55,,,CLE 35,0,7,"Cade York kicks off 65 yards, touchback.",0.000,0.610
2,14:55,1,10,NOR 25,0,7,Alvin Kamara right guard for 2 yards (tackle by John Johnson),0.610,0.330
2,14:18,2,8,NOR 27,0,7,David Johnson right guard for 2 yards (tackle by Chase Winovich),0.330,-0.100
2,13:41,3,6,NOR 29,0,7,David Johnson left guard for 2 yards (tackle by Deion Jones),-0.100,-1.310
2,13:01,4,4,NOR 31,0,7,Blake Gillikin punts 41 yards downed by J.T. Gray,-1.310,-0.810
2,12:51,1,10,CLE 28,0,7,Nick Chubb left tackle for 4 yards (tackle by Chase Hansen),0.810,0.800
2,12:11,2,6,CLE 32,0,7,Nick Chubb right guard for no gain (tackle by Shy Tuttle and Demario Davis),0.800,0.100
2,11:33,3,6,CLE 32,0,7,"Deshaun Watson pass complete to Amari Cooper for no gain. Penalty on Donovan Peoples-Jones: Offensive Pass Interference, 10 yards (accepted) (no play)",0.100,-1.220
2,11:09,3,16,CLE 22,0,7,"Deshaun Watson pass complete short right to Kareem Hunt for 15 yards (tackle by Alontae Taylor). Penalty on Amari Cooper: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.220,-0.560
2,10:41,3,11,CLE 27,0,7,Nick Chubb left end for 11 yards (tackle by P.J. Williams and Tyrann Mathieu),-0.560,1.470
2,10:02,1,10,CLE 38,0,7,Nick Chubb left guard for 9 yards (tackle by Tyrann Mathieu),1.470,2.140
2,9:35,2,1,CLE 47,0,7,Nick Chubb right tackle for 2 yards (tackle by Cameron Jordan),2.140,2.190
2,8:59,1,10,CLE 49,0,7,Kareem Hunt left guard for 2 yards (tackle by Carl Granderson),2.190,1.920
2,8:37,2,8,NOR 49,0,7,Kareem Hunt left tackle for -3 yards (tackle by Carl Granderson and Demario Davis),1.920,0.830
2,8:10,3,11,CLE 48,0,7,Deshaun Watson pass complete short left to Amari Cooper for 14 yards (tackle by Bradley Roby),0.830,3.120
2,7:48,1,10,NOR 37,0,7,Kareem Hunt right tackle for 1 yard (tackle by Cameron Jordan),3.120,2.640
2,7:25,2,9,NOR 37,0,7,Deshaun Watson pass complete short right to Kareem Hunt for -1 yards (tackle by Tyrann Mathieu),2.640,1.820
2,6:30,3,10,NOR 38,0,7,Deshaun Watson pass complete short left to Michael Woods for 5 yards (tackle by Bradley Roby),1.820,1.170
2,5:46,,,,,,Timeout #2 by Cleveland Browns,,
2,5:46,4,5,NOR 33,0,7,Deshaun Watson pass complete short left to Amari Cooper for 21 yards (tackle by Justin Evans),1.170,4.780
2,5:13,1,10,NOR 12,0,7,Deshaun Watson pass incomplete short right,4.780,4.100
2,5:06,2,10,NOR 12,0,7,Nick Chubb left tackle for no gain (tackle by Kaden Elliss and David Onyemata),4.100,3.120
2,4:21,3,10,NOR 12,0,7,Deshaun Watson pass incomplete short middle intended for Amari Cooper,3.120,2.630
2,4:11,4,10,NOR 12,0,10,Cade York 30 yard field goal good,2.630,3.000
2,4:07,,,CLE 35,0,10,"Cade York kicks off 55 yards, returned by Rashid Shaheed for 17 yards (tackle by Jermaine Carter and Tony Fields)",0.000,0.740
2,4:02,1,10,NOR 27,0,10,Andy Dalton pass complete short right to Rashid Shaheed for 7 yards (tackle by Denzel Ward),0.740,1.140
2,3:24,2,3,NOR 34,0,10,Taysom Hill right tackle for 11 yards (tackle by Reggie Ragland),1.140,1.930
2,2:48,1,10,NOR 45,0,10,"Taysom Hill right tackle for 16 yards (tackle by Tony Fields). Penalty on Tony Fields: Personal Foul / Defense, 15 yards (accepted)",1.930,3.970
2,2:25,1,10,CLE 24,0,10,David Johnson left guard for 4 yards (tackle by Perrion Winfrey and Reggie Ragland),3.970,3.970
2,2:00,2,6,CLE 20,0,10,Alvin Kamara right tackle for 5 yards (tackle by Reggie Ragland),3.970,4.170
2,1:23,3,1,CLE 15,0,10,Adam Prentice right guard for 2 yards (tackle by Myles Garrett),4.170,4.710
2,0:48,1,10,CLE 13,0,10,Alvin Kamara right guard for 5 yards (tackle by Myles Garrett and Grant Delpit),4.710,4.960
2,0:41,,,,,,Timeout #1 by New Orleans Saints,,
2,0:41,2,5,CLE 8,0,10,Taysom Hill left end for 1 yard (tackle by Reggie Ragland),4.960,4.330
2,0:28,,,,,,Timeout #2 by New Orleans Saints,,
2,0:28,,,,,,Timeout #3 by Cleveland Browns,,
2,0:28,3,4,CLE 7,0,10,Taysom Hill right guard for 2 yards (tackle by Myles Garrett and Isaiah Thomas),4.330,3.030
2,0:03,,,,,,Timeout #3 by New Orleans Saints,,
2,0:03,4,2,CLE 5,3,10,Wil Lutz 23 yard field goal good,3.030,3.000
Quarter,Time,Down,ToGo,Location,NOR,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,10,"Cade York kicks off 62 yards, returned by Rashid Shaheed for 30 yards (tackle by Tae Davis and D'Ernest Johnson)",0.000,1.140
3,14:54,1,10,NOR 33,3,10,Alvin Kamara left guard for 8 yards (tackle by Grant Delpit and Tony Fields),1.140,1.670
3,14:13,2,2,NOR 41,3,10,Alvin Kamara right tackle for 1 yard (tackle by Chase Winovich),1.670,0.960
3,13:35,3,2,NOR 41,3,10,Alvin Kamara right end for 14 yards (tackle by Tony Fields),0.960,2.650
3,12:54,1,10,CLE 44,3,10,Andy Dalton pass complete short left to Rashid Shaheed for 4 yards (tackle by Ronnie Harrison),2.650,2.650
3,12:27,2,6,CLE 40,3,10,David Johnson right guard for 1 yard (tackle by Jordan Elliott and Deion Jones),2.650,2.080
3,11:46,3,5,CLE 39,3,10,Andy Dalton pass complete short left to Rashid Shaheed for 14 yards (tackle by Grant Delpit),2.080,3.910
3,11:04,1,10,CLE 25,3,10,Taysom Hill left tackle for 13 yards (tackle by John Johnson),3.910,4.780
3,10:26,1,10,CLE 12,3,10,David Johnson left guard for 4 yards (tackle by Ben Stille and Chase Winovich),4.780,4.830
3,9:45,2,6,CLE 8,9,10,"Taysom Hill for 8 yards, touchdown",4.830,7.000
3,9:40,,,CLE 15,10,10,Wil Lutz kicks extra point good,0.000,0.000
3,9:40,,,NOR 35,10,10,"Wil Lutz kicks off 61 yards, returned by Jerome Ford for 25 yards (tackle by Ty Summers)",0.000,0.870
3,9:35,1,10,CLE 29,10,10,Deshaun Watson left end for 3 yards (tackle by Tyrann Mathieu),0.870,0.730
3,9:01,2,7,CLE 32,10,10,Deshaun Watson pass complete short left to Nick Chubb for 10 yards (tackle by Chase Hansen),0.730,1.730
3,8:27,1,10,CLE 42,10,10,Deshaun Watson right guard for 9 yards (tackle by Daniel Sorensen),1.730,2.400
3,7:51,2,1,NOR 49,10,10,Nick Chubb left tackle for no gain (tackle by Carl Granderson and Demario Davis),2.400,1.690
3,7:15,3,1,NOR 49,10,10,Kareem Hunt right guard for -1 yards (tackle by Cameron Jordan and Alontae Taylor),1.690,-0.060
3,6:30,4,2,NOR 50,10,10,"Corey Bojorquez punts 41 yards, fair catch by Rashid Shaheed at NO-9",-0.060,0.380
3,6:23,1,10,NOR 9,10,10,Alvin Kamara right guard for 4 yards (tackle by Chase Winovich),-0.380,-0.480
3,5:41,2,6,NOR 13,10,10,Alvin Kamara left guard for 4 yards (tackle by Grant Delpit),-0.480,-0.480
3,5:05,3,2,NOR 17,10,10,Alvin Kamara right guard for no gain (tackle by Grant Delpit and Jordan Elliott),-0.480,-2.320
3,4:25,4,2,NOR 17,10,10,"Blake Gillikin punts 52 yards, returned by Donovan Peoples-Jones for 12 yards (tackle by Daniel Sorensen and Andrew Dowell)",-2.320,-1.800
3,4:13,1,10,CLE 43,10,10,"Deshaun Watson pass complete to Nick Chubb for no gain. Penalty on Jack Conklin: Offensive Holding, 10 yards (accepted) (no play)",1.800,1.140
3,3:46,1,20,CLE 33,10,10,Nick Chubb right guard for 9 yards (tackle by Tyrann Mathieu and Daniel Sorensen),1.140,1.120
3,3:06,2,11,CLE 42,10,10,Deshaun Watson pass (defended by Alontae Taylor) intended for David Bell is intercepted by Daniel Sorensen at NO-49 and returned for 36 yards (tackle by Joel Bitonio),1.120,-4.580
3,2:55,1,10,CLE 15,10,10,Taysom Hill right guard for 1 yard (tackle by Reggie Ragland),4.580,4.110
3,2:19,2,9,CLE 14,10,10,Alvin Kamara right guard for 1 yard (tackle by Taven Bryan),4.110,3.400
3,1:34,3,8,CLE 13,10,10,Andy Dalton pass complete short middle to Juwan Johnson for 9 yards (tackle by John Johnson),3.400,6.280
3,1:01,1,4,CLE 4,16,10,"Alvin Kamara left guard for 4 yards, touchdown",6.280,7.000
3,0:55,,,CLE 15,17,10,Wil Lutz kicks extra point good,0.000,0.000
3,0:55,,,NOR 35,17,10,"Wil Lutz kicks off 57 yards, returned by Jerome Ford for 33 yards (tackle by Alontae Taylor)",0.000,1.660
3,0:49,1,10,CLE 41,17,10,Kareem Hunt left tackle for 3 yards (tackle by Shy Tuttle),1.660,1.530
3,0:05,2,7,CLE 44,17,10,Deshaun Watson pass incomplete deep left intended for David Njoku,1.530,0.830
Quarter,Time,Down,ToGo,Location,NOR,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,CLE 44,17,10,Deshaun Watson pass complete short left to Amari Cooper for 12 yards (tackle by Alontae Taylor),0.830,2.650
4,14:26,1,10,NOR 44,17,10,Kareem Hunt right guard for 2 yards (tackle by Tyrann Mathieu),2.650,2.380
4,13:47,2,8,NOR 42,17,10,Deshaun Watson pass incomplete deep left intended for Amari Cooper,2.380,1.690
4,13:41,3,8,NOR 42,17,10,Deshaun Watson pass incomplete deep right intended for David Njoku,1.690,0.460
4,13:35,4,8,NOR 42,17,10,Corey Bojorquez punts 32 yards downed by D'Anthony Bell,0.460,0.380
4,13:26,1,10,NOR 10,17,10,Alvin Kamara left guard for 5 yards (tackle by Reggie Ragland and Grant Delpit),-0.380,-0.350
4,12:50,2,5,NOR 15,17,10,David Johnson right guard for 2 yards (tackle by Taven Bryan and Reggie Ragland),-0.350,-0.720
4,12:06,3,4,NOR 17,17,10,Andy Dalton pass complete short middle to Alvin Kamara for 29 yards (tackle by John Johnson and Martin Emerson),-0.720,1.990
4,11:17,1,10,NOR 46,17,10,Taysom Hill right tackle for 2 yards (tackle by Grant Delpit),1.990,1.720
4,10:37,2,8,NOR 48,17,10,Taysom Hill right tackle for 2 yards (tackle by John Johnson and Tony Fields),1.720,1.160
4,9:59,3,7,NOR 49,17,10,Andy Dalton pass incomplete deep left intended for Keith Kirkwood (defended by Greg Newsome),1.160,-0.060
4,9:52,4,6,NOR 50,17,10,Blake Gillikin punts 40 yards downed by Chase Hansen,-0.060,0.380
4,9:41,1,10,CLE 10,17,10,Deshaun Watson pass complete short right to Donovan Peoples-Jones for 2 yards (tackle by Kaden Elliss),-0.380,-0.710
4,9:05,2,9,CLE 12,17,10,Nick Chubb left tackle for 19 yards (tackle by Daniel Sorensen and Alontae Taylor),-0.710,1.000
4,8:31,1,10,CLE 31,17,10,Nick Chubb right tackle for 7 yards (tackle by Daniel Sorensen and Kentavius Street),1.000,1.410
4,7:55,2,3,CLE 38,17,10,Nick Chubb left guard for 1 yard (tackle by Carl Granderson and Shy Tuttle),1.410,0.830
4,7:10,3,2,CLE 39,17,10,"Deshaun Watson pass incomplete short right Penalty on CLE: Illegal Formation, 5 yards (declined)",0.830,-0.780
4,7:00,4,2,CLE 39,17,10,Deshaun Watson pass incomplete deep right intended for Donovan Peoples-Jones,-0.780,-2.980
4,6:55,1,10,CLE 39,17,10,Alvin Kamara left guard for 4 yards (tackle by Tony Fields),2.980,2.980
4,6:11,2,6,CLE 35,17,10,Alvin Kamara right guard for -3 yards (tackle by Jordan Elliott),2.980,1.880
4,5:29,3,9,CLE 38,17,10,Andy Dalton pass incomplete deep left intended for Keith Kirkwood,1.880,0.720
4,5:22,4,9,CLE 38,17,10,"Blake Gillikin punts 38 yards, touchback.",0.720,-0.280
4,5:16,1,10,CLE 20,17,10,Nick Chubb left tackle for 9 yards (tackle by Tyrann Mathieu and Daniel Sorensen),0.280,0.950
4,4:52,2,1,CLE 29,17,10,Nick Chubb left tackle for 2 yards (tackle by Cameron Jordan and Tyrann Mathieu),0.950,1.000
4,4:21,1,10,CLE 31,17,10,Nick Chubb left tackle for no gain (tackle by David Onyemata and Cameron Jordan),1.000,0.460
4,3:55,2,10,CLE 31,17,10,Deshaun Watson pass complete short right to David Njoku for 8 yards (tackle by Tyrann Mathieu),0.460,0.830
4,3:17,3,2,CLE 39,17,10,Kareem Hunt right guard for 4 yards (tackle by Daniel Sorensen and Kentavius Street),0.830,1.730
4,2:53,1,10,CLE 42,17,10,Deshaun Watson pass incomplete short left intended for Donovan Peoples-Jones (defended by Bradley Roby),1.730,1.250
4,2:49,2,10,CLE 43,17,10,Nick Chubb left tackle for -3 yards (tackle by Kaden Elliss),1.250,0.170
4,2:08,3,13,CLE 40,17,10,"Deshaun Watson pass incomplete intended for Donovan Peoples-Jones. Penalty on Paulson Adebo: Defensive Holding, 5 yards (accepted) (no play)",0.170,1.930
4,2:08,1,10,CLE 45,17,10,Nick Chubb left tackle for 2 yards (tackle by Malcolm Roach),1.930,1.650
4,2:00,2,8,CLE 47,17,10,Deshaun Watson pass incomplete short left intended for Amari Cooper,1.650,0.960
4,1:55,3,8,CLE 47,17,10,Deshaun Watson pass complete short middle to Amari Cooper for 9 yards (tackle by Bradley Roby),0.960,2.650
4,1:33,1,10,NOR 44,17,10,Deshaun Watson sacked by and Kentavius Street for -3 yards and David Onyemata for -3 yards,2.650,1.710
4,1:23,,,,,,Timeout #1 by Cleveland Browns,,
4,1:23,2,13,NOR 47,17,10,Deshaun Watson pass complete short left to Kareem Hunt for no gain (tackle by Tyrann Mathieu),1.710,1.030
4,1:01,3,13,NOR 47,17,10,Deshaun Watson pass complete short right to Amari Cooper for 14 yards (tackle by Paulson Adebo),1.030,3.380
4,0:51,,,,,,Timeout #2 by Cleveland Browns,,
4,0:51,1,10,NOR 33,17,10,Deshaun Watson pass complete short middle to David Bell for 18 yards (tackle by P.J. Williams),3.380,4.580
4,0:42,,,,,,Timeout #3 by Cleveland Browns,,
4,0:42,1,10,NOR 15,17,10,Deshaun Watson pass incomplete short right intended for Amari Cooper,4.580,3.950
4,0:38,2,10,NOR 15,17,10,Deshaun Watson pass incomplete short left intended for Donovan Peoples-Jones,3.950,3.100
4,0:30,3,10,NOR 15,17,10,Deshaun Watson pass incomplete short middle intended for David Njoku,3.100,2.440
4,0:26,4,10,NOR 15,17,10,Deshaun Watson sacked by Carl Granderson for -7 yards,2.440,-0.410
4,0:19,1,10,NOR 22,17,10,Andy Dalton kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
