Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
2,2:31,1,10,MIA 25,0,14,Salvon Ahmed left end for 9 yards (tackle by Drue Tranquill and Trent McDuffie),0.610,1.280
2,2:04,2,1,MIA 34,0,14,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 14 yards (tackle by Jaylen Watson),1.280,2.130
2,2:00,1,10,MIA 48,0,14,Tua Tagovailoa pass complete short middle to Tyreek Hill for 19 yards (tackle by Drue Tranquill),2.130,3.380
2,1:26,1,10,KAN 33,0,14,Tua Tagovailoa pass complete short right to Durham Smythe for 3 yards (tackle by L'Jarius Sneed),3.380,3.310
2,0:47,2,6,KAN 30,0,20,"Tua Tagovailoa pass complete short left to Tyreek Hill for -7 yards. Tyreek Hill fumbles (forced by Trent McDuffie), recovered by Mike Edwards at KC-37 and returned for 4 yards, lateral to Bryan Cook for 59 yards, touchdown",3.310,-7.000
2,0:33,,,MIA 15,0,21,Harrison Butker kicks extra point good,0.000,0.000
2,0:33,,,KAN 35,0,21,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,0:33,1,10,MIA 25,0,21,Tua Tagovailoa pass complete short left to Salvon Ahmed for 5 yards (tackle by Trent McDuffie),0.610,0.740
2,0:27,,,,,,Timeout #2 by Miami Dolphins,,
2,0:27,2,5,MIA 30,0,21,Tua Tagovailoa pass incomplete short right intended for Cedrick Wilson,0.740,0.040
2,0:22,3,5,MIA 30,0,21,Tua Tagovailoa pass incomplete short left intended for Salvon Ahmed,0.040,-1.370
2,0:18,4,5,MIA 30,0,21,"Jake Bailey punts 48 yards, returned by Mecole Hardman for 10 yards (tackle by Duke Riley)",-1.370,-1.070
2,0:08,1,10,KAN 32,0,21,Patrick Mahomes kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,0,21,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,0,21,Raheem Mostert right guard for 3 yards (tackle by Willie Gay),0.610,0.470
3,14:23,2,7,MIA 28,0,21,"Raheem Mostert left end for 12 yards (tackle by L'Jarius Sneed). Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) (no play)",0.470,-0.980
3,14:00,2,17,MIA 18,0,21,Tua Tagovailoa pass incomplete short right intended for Cedrick Wilson,-0.980,-1.720
3,13:57,3,17,MIA 18,0,21,Tua Tagovailoa scrambles right guard for 7 yards (tackle by Trent McDuffie),-1.720,-1.700
3,13:24,4,10,MIA 25,0,21,"Jake Bailey punts 52 yards downed by Justin Bethel. Penalty on Joshua Williams: Offensive Holding, 10 yards (declined) . Penalty on Jack Cochrane: Offensive Holding, 10 yards (accepted)",-1.700,0.320
3,13:14,1,10,KAN 13,0,21,Isiah Pacheco left guard for 5 yards (tackle by Zach Sieler),-0.320,-0.140
3,12:36,2,5,KAN 18,0,21,Patrick Mahomes pass complete short left to Noah Gray for 6 yards (tackle by Jalen Ramsey and Jevon Holland),-0.140,0.540
3,11:59,1,10,KAN 24,0,21,Isiah Pacheco right guard for 2 yards (tackle by Christian Wilkins and Jevon Holland),0.540,0.270
3,11:30,2,8,KAN 26,0,21,Patrick Mahomes pass incomplete short left intended for Skyy Moore,0.270,-0.430
3,11:27,3,8,KAN 26,0,21,"Patrick Mahomes scrambles right end for no gain (tackle by Jalen Ramsey). Penalty on Donovan Smith: Offensive Holding, 10 yards (accepted) (no play)",-0.430,-2.050
3,10:57,3,18,KAN 16,0,21,Patrick Mahomes scrambles left tackle for 16 yards (tackle by Jalen Ramsey),-2.050,-1.240
3,10:05,4,2,KAN 32,0,21,"Tommy Townsend punts 68 yards, touchback.",-1.240,-0.280
3,9:57,1,10,MIA 20,0,21,Tua Tagovailoa pass complete short left to Jeff Wilson for 12 yards (tackle by Leo Chenal and Trent McDuffie),0.280,1.070
3,9:20,1,10,MIA 32,0,21,Tua Tagovailoa pass complete short right to Durham Smythe for 8 yards (tackle by L'Jarius Sneed),1.070,1.610
3,8:39,2,2,MIA 40,0,21,Jeff Wilson right end for 6 yards (tackle by Matt Dickerson and Leo Chenal),1.610,1.990
3,8:02,1,10,MIA 46,0,21,Tua Tagovailoa pass complete short right to Tyreek Hill for 7 yards (tackle by Trent McDuffie),1.990,2.400
3,7:23,2,3,KAN 47,0,21,Jeff Wilson right end for no gain (tackle by Chris Jones and Charles Omenihu),2.400,1.690
3,6:41,3,3,KAN 47,0,21,Tua Tagovailoa pass complete short left to Durham Smythe for 6 yards (tackle by Jaylen Watson),1.690,2.850
3,5:56,1,10,KAN 41,0,21,"Tua Tagovailoa scrambles for no gain (tackle by Willie Gay). Penalty on L'Jarius Sneed: Defensive Holding, 5 yards (accepted) (no play)",2.850,3.180
3,5:31,1,10,KAN 36,0,21,Raheem Mostert left guard for 5 yards (tackle by Willie Gay),3.180,3.310
3,4:52,2,5,KAN 31,6,21,"Tua Tagovailoa pass complete deep right to Cedrick Wilson for 31 yards, touchdown",3.310,7.000
3,4:47,,,KAN 15,7,21,Jason Sanders kicks extra point good,0.000,0.000
3,4:47,,,MIA 35,7,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,4:47,1,10,KAN 25,7,21,Patrick Mahomes pass complete short left to Justin Watson for 7 yards (tackle by Jalen Ramsey),0.610,1.010
3,4:11,2,3,KAN 32,7,21,Patrick Mahomes pass complete short right to Mecole Hardman for 10 yards (tackle by Jevon Holland),1.010,1.730
3,3:25,1,10,KAN 42,7,21,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 1 yard (tackle by Xavien Howard),1.730,1.320
3,2:50,2,9,KAN 43,7,21,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Bradley Chubb),1.320,0.630
3,2:46,3,9,KAN 43,7,21,"Patrick Mahomes scrambles left end for no gain (tackle by Jaelan Phillips). Penalty on Travis Kelce: Illegal Shift, 5 yards (declined) . Penalty on Creed Humphrey: Offensive Holding, 11 yards (accepted) (no play)",0.630,-0.820
3,2:20,3,20,KAN 32,7,21,"Patrick Mahomes sacked by Bradley Chubb for -11 yards. Patrick Mahomes fumbles (forced by Bradley Chubb), recovered by Zach Sieler at KC-27 (tackle by Joe Thuney)",-0.820,-3.780
3,2:12,1,10,KAN 27,7,21,"Raheem Mostert left tackle for 4 yards (tackle by Willie Gay and Mike Edwards). Penalty on Austin Jackson: Offensive Holding, 10 yards (accepted) (no play)",3.780,3.120
3,1:34,1,20,KAN 37,7,21,Tua Tagovailoa sacked by Leo Chenal for no gain,3.120,1.880
3,1:01,2,20,KAN 37,7,21,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill,1.880,1.220
3,0:58,,,,,,Timeout #1 by Miami Dolphins,,
3,0:58,3,20,KAN 37,7,21,Tua Tagovailoa pass complete short right to Jeff Wilson for 10 yards (tackle by Jaylen Watson and Drue Tranquill),1.220,1.220
3,0:58,3,20,KAN 37,7,21,"Penalty on Chris Jones: Unnecessary Roughness / Defense, 14 yards (accepted) (no play)",1.220,4.710
3,0:27,1,10,KAN 13,13,21,"Raheem Mostert left end for 13 yards, touchdown",4.710,7.000
3,0:22,,,KAN 15,14,21,Jason Sanders kicks extra point good,0.000,0.000
3,0:22,,,MIA 35,14,21,"Jason Sanders kicks off 64 yards, returned by Jerick McKinnon for 20 yards (tackle by Cameron Goode and Duke Riley)",0.000,0.340
3,0:18,1,10,KAN 21,14,21,Isiah Pacheco left guard for 4 yards (tackle by Jaelan Phillips and Zach Sieler),0.340,0.340
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,KAN 25,14,21,Patrick Mahomes pass complete short right to Mecole Hardman for 7 yards (tackle by Xavien Howard),0.340,1.070
4,14:23,1,10,KAN 32,14,21,Isiah Pacheco up the middle for 5 yards (tackle by Christian Wilkins),1.070,1.200
4,13:42,2,5,KAN 37,14,21,Isiah Pacheco left guard for 7 yards (tackle by Raekwon Davis and Zach Sieler),1.200,1.860
4,13:05,1,10,KAN 44,14,21,Patrick Mahomes pass incomplete short left intended for Isiah Pacheco,1.860,1.320
4,13:00,2,10,KAN 44,14,21,La'Mical Perine right guard for 1 yard (tackle by Zach Sieler),1.320,0.760
4,12:20,3,9,KAN 45,14,21,Patrick Mahomes pass incomplete deep left intended for Marquez Valdes-Scantling (defended by Kader Kohou),0.760,-0.390
4,12:14,4,9,KAN 45,14,21,"Tommy Townsend punts 44 yards, fair catch by Braxton Berrios at MIA-11",-0.390,0.370
4,12:07,1,10,MIA 11,14,21,Raheem Mostert right end for 5 yards (tackle by George Karlaftis),-0.370,-0.300
4,11:25,2,5,MIA 16,14,21,Raheem Mostert right guard for 8 yards (tackle by Chamarri Conner and Bryan Cook),-0.300,0.540
4,10:45,1,10,MIA 24,14,21,"Raheem Mostert right guard for no gain. Raheem Mostert fumbles (forced by Willie Gay), recovered by Chase Claypool at MIA-28",0.540,0.540
4,10:01,2,6,MIA 28,14,21,Tua Tagovailoa pass complete short right to Alec Ingold for 1 yard (tackle by Justin Reid and Drue Tranquill),0.540,-0.030
4,9:31,3,5,MIA 29,14,21,Tua Tagovailoa pass complete short right to Tyreek Hill for 7 yards (tackle by Trent McDuffie and Mike Edwards),-0.030,1.330
4,8:44,1,10,MIA 36,14,21,Tua Tagovailoa pass complete short left to Jaylen Waddle for 13 yards (tackle by Bryan Cook),1.330,2.190
4,8:05,1,10,MIA 49,14,21,Tyreek Hill right end for 3 yards (tackle by Trent McDuffie),2.190,2.050
4,7:18,2,7,KAN 48,14,21,Raheem Mostert right guard for 1 yard (tackle by Leo Chenal),2.050,1.490
4,6:36,3,6,KAN 47,14,21,Tua Tagovailoa pass complete short middle to Tyreek Hill for 9 yards (tackle by Trent McDuffie),1.490,3.050
4,5:57,1,10,KAN 38,14,21,Salvon Ahmed right end for -6 yards (tackle by Willie Gay),3.050,1.700
4,5:11,2,16,KAN 44,14,21,Tua Tagovailoa sacked by Tershawn Wharton for -11 yards,1.700,-0.430
4,4:26,3,27,MIA 45,14,21,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,-0.430,-0.390
4,4:22,4,27,MIA 45,14,21,"Jake Bailey punts 52 yards, returned by Mecole Hardman for 7 yards (tackle by Cameron Goode and David Long)",-0.390,0.380
4,4:10,1,10,KAN 10,14,21,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Jerome Baker),-0.380,-0.090
4,3:26,2,3,KAN 17,14,21,Isiah Pacheco right tackle for 2 yards (tackle by Raekwon Davis and David Long),-0.090,-0.370
4,2:42,3,1,KAN 19,14,21,Patrick Mahomes pass incomplete short left,-0.370,-2.140
4,2:36,4,1,KAN 19,14,21,"Tommy Townsend punts 56 yards, fair catch by Braxton Berrios at MIA-25",-2.140,-0.610
4,2:28,1,10,MIA 25,14,21,Raheem Mostert left end for 25 yards (tackle by Jaylen Watson and Bryan Cook),0.610,2.260
4,2:00,1,10,KAN 50,14,21,Raheem Mostert left tackle for 19 yards (tackle by Justin Reid),2.260,3.510
4,1:17,1,10,KAN 31,14,21,Tua Tagovailoa pass incomplete short right intended for Raheem Mostert,3.510,2.970
4,1:10,2,10,KAN 31,14,21,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle,2.970,2.280
4,1:07,3,10,KAN 31,14,21,Tua Tagovailoa pass incomplete deep left intended for Cedrick Wilson,2.280,1.320
4,1:03,,,,,,Timeout #2 by Miami Dolphins,,
4,1:03,4,10,KAN 31,14,21,"Tua Tagovailoa aborted snap, recovered by Tua Tagovailoa at KC-44 and returned for -13 yards",1.320,-1.860
4,1:00,1,10,KAN 44,14,21,Patrick Mahomes kneels for -1 yards,1.860,1.180
4,0:28,2,11,KAN 43,14,21,Patrick Mahomes kneels for -1 yards,1.180,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
