Quarter,Time,Down,ToGo,Location,SFO,DEN,Detail,EPB,EPA
1,7:16,4,2,DEN 33,7,0,"Corliss Waitman punts 57 yards, returned by Ray-Ray McCloud for 9 yards (tackle by Alex Singleton)",-1.180,-0.150
1,7:05,1,10,SFO 19,7,0,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 16 yards (tackle by Nik Bonitto),0.150,1.270
1,6:25,1,10,SFO 35,7,0,Deebo Samuel right end for no gain (tackle by Dre'Mont Jones and Josey Jewell),1.270,0.720
1,6:02,2,10,SFO 35,7,0,Jeff Wilson left tackle for 6 yards (tackle by Caden Sterns and Josey Jewell),0.720,0.830
1,5:19,3,4,SFO 41,7,0,"Penalty on Spencer Burford: False Start, 5 yards (accepted) (no play)",0.830,0.170
1,5:05,3,9,SFO 36,7,0,Jimmy Garoppolo sacked by Josey Jewell for -10 yards,0.170,-1.630
1,4:32,4,19,SFO 26,7,0,"Mitch Wishnowsky punts 74 yards, touchback.",-1.630,-0.280
1,4:21,1,10,DEN 20,7,0,Melvin Gordon right guard for 4 yards (tackle by Azeez Al-Shaair),0.280,0.270
1,3:50,2,6,DEN 24,7,0,Melvin Gordon left tackle for 1 yard (tackle by Talanoa Hufanga and Azeez Al-Shaair),0.270,-0.300
1,3:06,3,5,DEN 25,7,0,Russell Wilson pass incomplete short middle intended for Jerry Jeudy (defended by Kerry Hyder) (defended by Emmanuel Moseley),-0.300,-1.700
1,3:00,4,5,DEN 25,7,0,"Corliss Waitman punts 50 yards, fair catch by Ray-Ray McCloud at SF-25",-1.700,-0.610
1,2:53,1,10,SFO 25,7,0,Jeff Wilson left tackle for -1 yards (tackle by Josey Jewell),0.610,-0.070
1,2:17,2,11,SFO 24,7,0,Jimmy Garoppolo pass complete deep middle to Deebo Samuel for 18 yards (tackle by K'Waun Williams and Kareem Jackson),-0.070,1.730
1,1:43,1,10,SFO 42,7,0,Jeff Wilson left end for 4 yards (tackle by Josey Jewell and Jonas Griffith),1.730,1.730
1,1:09,2,6,SFO 46,7,0,Jeff Wilson left guard for 3 yards (tackle by Randy Gregory),1.730,1.420
1,0:23,3,3,SFO 49,7,0,Jimmy Garoppolo pass incomplete short middle intended for Brandon Aiyuk (defended by Patrick Surtain),1.420,-0.130
1,0:17,4,3,SFO 49,7,0,Mitch Wishnowsky punts 45 yards downed by Demetrius Flannigan-Fowles,-0.130,0.380
1,0:07,1,10,DEN 6,7,0,Russell Wilson pass complete deep middle to Courtland Sutton for 34 yards (tackle by Emmanuel Moseley),-0.380,1.600
Quarter,Time,Down,ToGo,Location,SFO,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 40,7,0,Russell Wilson sacked by Kerry Hyder for -3 yards,1.600,0.650
2,14:24,2,13,DEN 37,7,0,Russell Wilson pass complete short right to Courtland Sutton for 7 yards (tackle by Charvarius Ward and Dre Greenlaw),0.650,0.890
2,13:42,3,6,DEN 44,7,0,Russell Wilson pass complete short left to Jerry Jeudy for 16 yards (tackle by Tashaun Gipson),0.890,2.920
2,13:08,1,10,SFO 40,7,0,Russell Wilson pass incomplete short left intended for Jerry Jeudy,2.920,2.370
2,13:02,2,10,SFO 40,7,0,Melvin Gordon right guard for 1 yard (tackle by Nick Bosa and Samson Ebukam),2.370,1.820
2,12:23,3,9,SFO 39,7,0,"Russell Wilson scrambles right guard for 2 yards (tackle by Charles Omenihu). Penalty on Cameron Fleming: Offensive Holding, 10 yards (declined)",1.820,0.790
2,12:00,4,7,SFO 37,7,3,Brandon McManus 55 yard field goal good,0.790,3.000
2,11:56,,,DEN 35,7,3,"Brandon McManus kicks off 65 yards, returned by Ray-Ray McCloud for 15 yards (tackle by Jonas Griffith and Eric Saubert)",0.000,-0.220
2,11:51,1,10,SFO 15,7,3,Jimmy Garoppolo pass complete deep left to Deebo Samuel for 32 yards,-0.220,2.060
2,11:14,1,10,SFO 47,7,3,"Jeff Wilson right end for no gain (tackle by Bradley Chubb). Penalty on Spencer Burford: Offensive Holding, 10 yards (accepted) . Penalty on Ray-Ray McCloud: Illegal Shift, 5 yards (declined) (no play)",2.060,1.400
2,11:13,1,20,SFO 37,7,3,Jimmy Garoppolo pass complete to George Kittle for 11 yards (tackle by Jonas Griffith),1.400,1.650
2,10:29,2,9,SFO 48,7,3,Jimmy Garoppolo pass incomplete deep right intended for Brandon Aiyuk,1.650,0.960
2,10:06,3,9,SFO 48,7,3,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 5 yards (tackle by DeShawn Williams and Dre'Mont Jones),0.960,0.130
2,9:28,4,4,DEN 47,7,3,"Mitch Wishnowsky punts 46 yards downed by Ross Dwelley. Penalty on Randy Gregory: Offensive Holding (accepted) DEN challenged the kick touched ruling, and the play was upheld.",0.130,0.380
2,9:17,1,10,DEN 1,7,3,Javonte Williams up the middle for 7 yards (tackle by Hassan Ridgeway and Azeez Al-Shaair),-0.380,-0.270
2,8:36,2,3,DEN 8,7,3,Russell Wilson pass complete short left to Courtland Sutton for 5 yards (tackle by Emmanuel Moseley and Azeez Al-Shaair),-0.270,-0.320
2,8:03,1,10,DEN 13,7,3,Javonte Williams left guard for 4 yards (tackle by Fred Warner),-0.320,-0.300
2,7:24,2,6,DEN 17,7,3,Javonte Williams right end for 3 yards (tackle by Tashaun Gipson),-0.300,-0.590
2,6:40,3,3,DEN 20,7,3,Russell Wilson pass complete short right to Courtland Sutton for 5 yards (tackle by Deommodore Lenoir),-0.590,0.610
2,6:05,1,10,DEN 25,7,3,Javonte Williams left guard for 16 yards (tackle by Tashaun Gipson),0.610,1.660
2,5:26,1,10,DEN 41,7,3,Javonte Williams up the middle for 9 yards (tackle by Azeez Al-Shaair),1.660,2.340
2,4:43,2,1,DEN 50,7,3,Russell Wilson pass complete short right to Melvin Gordon for 22 yards (tackle by Charvarius Ward and Dre Greenlaw),2.340,3.710
2,4:03,1,10,SFO 28,7,3,Melvin Gordon up the middle for -6 yards (tackle by Talanoa Hufanga),3.710,2.360
2,3:21,2,16,SFO 34,7,3,Russell Wilson pass incomplete short right intended for Courtland Sutton,2.360,1.680
2,3:17,3,16,SFO 34,7,3,Russell Wilson sacked by Drake Jackson for -7 yards,1.680,0.530
2,2:38,4,23,SFO 41,7,3,Corliss Waitman punts 38 yards downed by Essang Bassey,0.530,0.380
2,2:27,1,10,SFO 3,7,3,Jeff Wilson left guard for 3 yards (tackle by DeShawn Williams and K'Waun Williams),-0.380,-0.560
2,2:00,2,7,SFO 6,7,3,Deebo Samuel left guard for 3 yards (tackle by Kareem Jackson and Jonas Griffith),-0.560,-0.720
2,1:46,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:46,3,4,SFO 9,7,3,"Jimmy Garoppolo scrambles left tackle for 3 yards (tackle by Josey Jewell). Penalty on Mike McGlinchey: Offensive Holding, 5 yards (accepted) (no play)",-0.720,-1.300
2,1:46,3,9,SFO 4,7,3,Jimmy Garoppolo pass incomplete short right intended for Jauan Jennings,-1.300,-2.490
2,1:43,4,9,SFO 4,7,3,"Mitch Wishnowsky punts 55 yards, returned by Montrell Washington for 9 yards (tackle by Oren Burks and George Odum)",-2.490,-2.260
2,1:32,1,10,SFO 50,7,3,Russell Wilson pass complete short left to Javonte Williams for 2 yards (tackle by Emmanuel Moseley),2.260,1.980
2,1:27,2,8,SFO 48,7,3,Russell Wilson pass incomplete short right intended for Javonte Williams (defended by Deommodore Lenoir),1.980,1.290
2,1:21,3,8,SFO 48,7,3,"Penalty on Jerry Jeudy: False Start, 5 yards (accepted) (no play)",1.290,0.630
2,1:14,3,13,DEN 47,7,3,"Russell Wilson scrambles right tackle for 10 yards (tackle by Dre Greenlaw). Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",0.630,-0.690
2,1:14,3,23,DEN 37,7,3,Russell Wilson pass complete short left to Albert Okwuegbunam for 12 yards (tackle by Fred Warner),-0.690,-0.130
2,1:07,,,,,,Timeout #2 by San Francisco 49ers,,
2,1:07,4,11,DEN 49,7,3,"Corliss Waitman punts 40 yards, fair catch by Ray-Ray McCloud at SF-11",-0.130,0.370
2,1:00,1,10,SFO 11,7,3,Jimmy Garoppolo pass incomplete deep middle intended for Brandon Aiyuk,-0.370,-0.780
2,0:56,2,10,SFO 11,7,3,Jimmy Garoppolo pass complete short left to George Kittle for 3 yards (tackle by P.J. Locke),-0.780,-1.070
2,0:42,3,7,SFO 14,7,3,Deebo Samuel up the middle for 2 yards (tackle by K'Waun Williams and Bradley Chubb),-1.070,-2.390
Quarter,Time,Down,ToGo,Location,SFO,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,3,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DEN 25,7,3,Javonte Williams right guard for 4 yards (tackle by Emmanuel Moseley),0.610,0.600
3,14:26,2,6,DEN 29,7,3,Russell Wilson sacked by Nick Bosa for -8 yards,0.600,-1.150
3,14:23,3,14,DEN 21,7,3,Russell Wilson pass incomplete short middle intended for Javonte Williams (defended by Fred Warner),-1.150,-1.960
3,14:20,4,14,DEN 21,7,3,"Corliss Waitman punts 54 yards, returned by Ray-Ray McCloud for 18 yards (tackle by P.J. Locke)",-1.960,-1.800
3,13:47,1,10,SFO 43,7,3,"Jeff Wilson right end for no gain (tackle by Mike Purcell). Penalty on Dre'Mont Jones: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.800,2.130
3,13:42,1,10,SFO 48,7,3,"Jimmy Garoppolo pass incomplete short middle intended for Jeff Wilson. Penalty on Jauan Jennings: Illegal Shift, 5 yards (accepted) (no play)",2.130,1.800
3,13:22,1,15,SFO 43,7,3,Jordan Mason left end for 7 yards (tackle by Kareem Jackson and Ronald Darby),1.800,1.850
3,12:45,2,8,SFO 50,7,3,"Jimmy Garoppolo aborted snap, recovered by Josey Jewell at 50",1.850,-2.260
3,12:41,1,10,SFO 50,7,3,Russell Wilson sacked by Kevin Givens for -6 yards,2.260,0.900
3,11:56,2,16,DEN 44,7,3,Russell Wilson pass complete short left to Javonte Williams for -2 yards (tackle by Deommodore Lenoir and Fred Warner),0.900,-0.030
3,11:15,3,18,DEN 42,7,3,Russell Wilson pass complete short right to Courtland Sutton for 9 yards (tackle by Tashaun Gipson),-0.030,0.000
3,10:44,4,9,SFO 49,7,3,Corliss Waitman punts 47 yards downed by Mike Boone,0.000,0.380
3,10:31,1,10,SFO 2,7,3,Jeff Wilson left guard for no gain (tackle by Dre'Mont Jones and Mike Purcell),-0.380,-0.780
3,9:56,2,10,SFO 2,7,5,"Jimmy Garoppolo sacked by Mike Purcell for -2 yards, safety.",-0.780,-2.000
3,9:53,,,SFO 20,7,5,"Mitch Wishnowsky kicks off 65 yards, returned by Montrell Washington for 14 yards (tackle by George Odum and Demetrius Flannigan-Fowles). Penalty on Justin Strnad: Offensive Holding, 10 yards (accepted)",0.000,0.150
3,9:48,1,10,DEN 19,7,5,Melvin Gordon right tackle for 4 yards (tackle by Charles Omenihu and Hassan Ridgeway),0.150,0.210
3,9:22,2,6,DEN 23,7,5,Russell Wilson pass complete short middle to Melvin Gordon for 3 yards (tackle by Dre Greenlaw and Deommodore Lenoir),0.210,-0.160
3,8:35,3,3,DEN 26,7,5,Russell Wilson pass complete short left to Courtland Sutton for 10 yards (tackle by Emmanuel Moseley and Talanoa Hufanga),-0.160,1.330
3,8:02,1,10,DEN 36,7,5,Russell Wilson pass complete short left to Melvin Gordon for no gain (tackle by Emmanuel Moseley and Deommodore Lenoir),1.330,0.790
3,7:19,2,10,DEN 36,7,5,"Russell Wilson pass incomplete deep middle intended for KJ Hamler. Penalty on Nick Bosa: Defensive Offside, 5 yards (accepted) (no play)",0.790,1.470
3,7:16,2,5,DEN 41,7,5,Melvin Gordon up the middle for 6 yards (tackle by Emmanuel Moseley and Dre Greenlaw),1.470,2.060
3,6:47,1,10,DEN 47,7,5,Melvin Gordon left guard for 6 yards (tackle by Demetrius Flannigan-Fowles and Charles Omenihu),2.060,2.330
3,6:09,2,4,SFO 47,7,5,Javonte Williams right tackle for 1 yard (tackle by Javon Kinlaw),2.330,1.750
3,5:19,3,3,SFO 46,7,5,"Russell Wilson pass incomplete deep left. Penalty on Deommodore Lenoir: Defensive Holding, 5 yards (accepted) (no play)",1.750,2.850
3,5:18,1,10,SFO 41,7,5,Javonte Williams left guard for 6 yards (tackle by Akeem Spence),2.850,3.120
3,4:40,2,4,SFO 35,7,5,Javonte Williams up the middle for no gain (tackle by Demetrius Flannigan-Fowles),3.120,2.410
3,3:53,3,4,SFO 35,7,5,Russell Wilson pass incomplete short right intended for Jerry Jeudy,2.410,0.980
3,3:51,4,4,SFO 35,7,5,Brandon McManus 53 yard field goal no good,0.980,-1.800
3,3:46,1,10,SFO 43,7,5,Jeff Wilson right end for 18 yards (tackle by Caden Sterns),1.800,2.980
3,3:20,1,10,DEN 39,7,5,Jeff Wilson right tackle for no gain (tackle by Mike Purcell and DeShawn Williams),2.980,2.440
3,2:45,2,10,DEN 39,7,5,Jimmy Garoppolo sacked by Randy Gregory for -8 yards,2.440,0.700
3,1:58,3,18,DEN 47,7,5,Jimmy Garoppolo pass incomplete deep left intended for Brandon Aiyuk,0.700,0.130
3,1:47,4,18,DEN 47,7,5,Mitch Wishnowsky punts 41 yards,0.130,0.380
3,1:38,1,10,DEN 6,7,5,Russell Wilson pass incomplete short middle intended for Melvin Gordon,-0.380,-0.780
3,1:33,2,10,DEN 6,7,5,"Melvin Gordon for -3 yards. Melvin Gordon fumbles (forced by Charvarius Ward), recovered by Russell Wilson at DEN-3 (tackle by Charvarius Ward)",-0.780,-1.770
3,0:48,3,13,DEN 3,7,5,Russell Wilson pass incomplete short left intended for Mike Boone,-1.770,-2.490
3,0:41,4,13,DEN 3,7,5,"Corliss Waitman punts 47 yards, returned by Ray-Ray McCloud for 9 yards (tackle by Alex Singleton)",-2.490,-2.850
3,0:29,1,10,DEN 41,7,5,Deebo Samuel left end for no gain (tackle by Mike Purcell),2.850,2.310
Quarter,Time,Down,ToGo,Location,SFO,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DEN 41,7,5,Jimmy Garoppolo pass incomplete intended for Jauan Jennings (defended by Caden Sterns),2.310,1.620
4,13:48,3,10,DEN 41,7,5,Jimmy Garoppolo pass complete short left to Jeff Wilson for 8 yards (tackle by Caden Sterns and P.J. Locke),1.620,1.200
4,14:14,4,2,DEN 33,10,5,Robbie Gould 51 yard field goal good,1.200,3.000
4,14:10,,,SFO 35,10,5,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
4,14:10,1,10,DEN 25,10,5,Javonte Williams right guard for 3 yards (tackle by Hassan Ridgeway),0.610,0.470
4,13:34,2,7,DEN 28,10,5,Russell Wilson pass incomplete deep middle intended for Jerry Jeudy (defended by Charvarius Ward),0.470,-0.230
4,13:28,3,7,DEN 28,10,5,"Russell Wilson scrambles right guard for 6 yards (tackle by Dre Greenlaw) DEN challenged the runner broke the plane ruling, and the play was upheld.",-0.230,-1.110
4,12:35,4,1,DEN 34,10,5,"Corliss Waitman punts 53 yards, fair catch by Ray-Ray McCloud at SF-13",-1.110,0.320
4,12:28,1,10,SFO 13,10,5,Jimmy Garoppolo pass complete deep left to Kyle Juszczyk for 24 yards,-0.320,1.400
4,12:15,1,10,SFO 37,10,5,Jeff Wilson right tackle for 2 yards (tackle by Randy Gregory and Josey Jewell),1.400,1.130
4,11:12,2,8,SFO 39,10,5,Jimmy Garoppolo pass complete short left to George Kittle for 5 yards (tackle by Kareem Jackson),1.130,1.090
4,10:29,3,3,SFO 44,10,5,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,1.090,-0.460
4,10:23,4,3,SFO 44,10,5,"Mitch Wishnowsky punts 56 yards, touchback.",-0.460,-0.280
4,10:14,1,10,DEN 20,10,5,Javonte Williams right guard for 1 yard (tackle by Samson Ebukam and Dre Greenlaw),0.280,-0.130
4,9:40,2,9,DEN 21,10,5,Russell Wilson pass complete short right to Courtland Sutton for 8 yards (tackle by Charvarius Ward),-0.130,0.230
4,9:00,3,1,DEN 29,10,5,Melvin Gordon up the middle for 4 yards (tackle by Charvarius Ward and Fred Warner),0.230,1.140
4,8:27,1,10,DEN 33,10,5,Russell Wilson pass incomplete deep right,1.140,0.590
4,8:20,2,10,DEN 33,10,5,Russell Wilson pass incomplete short middle intended for Eric Saubert,0.590,-0.100
4,8:16,3,10,DEN 33,10,5,Russell Wilson pass complete deep left to Kendall Hinton for 27 yards (tackle by Fred Warner),-0.100,2.920
4,7:41,1,10,SFO 40,10,5,Russell Wilson pass complete short right to Melvin Gordon for 4 yards (tackle by Dre Greenlaw and Charvarius Ward),2.920,2.910
4,7:14,2,6,SFO 36,10,5,"Russell Wilson pass complete short right to Melvin Gordon for no gain. Melvin Gordon fumbles (forced by Samuel Womack), recovered by Melvin Gordon at SF-36 (tackle by Samuel Womack)",2.910,2.210
4,6:26,3,6,SFO 36,10,5,Russell Wilson scrambles up the middle for 12 yards (tackle by Samuel Womack),2.210,3.970
4,5:43,1,10,SFO 24,10,5,Russell Wilson pass complete deep right to Courtland Sutton for 19 yards (tackle by Tashaun Gipson and Charvarius Ward),3.970,6.060
4,4:58,1,5,SFO 5,10,5,Melvin Gordon left tackle for 4 yards (tackle by Emmanuel Moseley and Tarvarius Moore),6.060,5.910
4,4:13,2,1,SFO 1,10,11,"Melvin Gordon left tackle for 1 yard, touchdown",5.910,7.000
4,4:10,,,SFO 2,10,11,Two Point Attempt: Russell Wilson pass incomplete intended for Javonte Williams,1.000,-1.000
4,4:10,,,DEN 35,10,11,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,4:10,1,10,SFO 25,10,11,Jimmy Garoppolo pass complete short middle to Jeff Wilson for 7 yards (tackle by Josey Jewell),0.610,1.010
4,3:32,2,3,SFO 32,10,11,Jimmy Garoppolo pass incomplete short left intended for Deebo Samuel,1.010,0.300
4,3:31,3,3,SFO 32,10,11,Jimmy Garoppolo pass complete short left to Jauan Jennings for 5 yards (tackle by Ronald Darby),0.300,1.400
4,2:53,1,10,SFO 37,10,11,Jimmy Garoppolo pass complete short middle to Ray-Ray McCloud for 11 yards (tackle by K'Waun Williams),1.400,2.130
4,2:18,1,10,SFO 48,10,11,Jimmy Garoppolo pass (defended by Kareem Jackson) intended for Deebo Samuel is intercepted by Jonas Griffith at DEN-41 and returned for 1 yard (tackle by Deebo Samuel),2.130,-1.730
4,2:06,1,10,DEN 42,10,11,Javonte Williams up the middle for 1 yard (tackle by Charvarius Ward and Hassan Ridgeway),1.730,1.320
4,2:00,2,9,DEN 43,10,11,Javonte Williams left end for no gain (tackle by Dre Greenlaw),1.320,0.630
4,1:55,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:55,3,9,DEN 43,10,11,Melvin Gordon left guard for 4 yards (tackle by Talanoa Hufanga),0.630,-0.260
4,1:51,,,,,,Timeout #2 by San Francisco 49ers,,
4,1:51,4,5,DEN 47,10,11,"Corliss Waitman punts 43 yards, recovered by Ray-Ray McCloud at SF-15",-0.260,0.220
4,1:42,1,10,SFO 15,10,11,Jimmy Garoppolo sacked by Bradley Chubb for -12 yards,-0.220,-1.660
4,1:15,2,22,SFO 3,10,11,"Jimmy Garoppolo pass complete short middle to Jeff Wilson for 16 yards. Jeff Wilson fumbles (forced by P.J. Locke), recovered by Kareem Jackson at SF-24 (tackle by Jeff Wilson)",-1.660,-3.970
4,1:05,1,10,SFO 24,10,11,Russell Wilson kneels for -1 yards,3.970,3.300
4,1:03,,,,,,Timeout #3 by San Francisco 49ers,,
4,1:03,2,11,SFO 25,10,11,Russell Wilson kneels for -1 yards,3.300,2.480
4,0:19,3,12,SFO 26,10,11,Russell Wilson kneels for -1 yards,2.480,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
