Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
2,2:35,4,25,TEN 17,6,3,"Craig Hentrich punts 62 yards, returned by Chris Carr for 14 yards (tackle by Vincent Fuller)",-2.320,-1.270
2,2:21,1,10,OAK 35,6,3,Daunte Culpepper pass complete short middle to Justin Fargas for 17 yards (tackle by Chris Hope),1.270,2.390
2,2:00,1,10,TEN 48,6,3,"Penalty on Barry Sims: False Start, 6 yards (no play)",2.390,1.990
2,2:00,1,16,OAK 46,6,3,Justin Fargas up the middle for 7 yards (tackle by David Thornton),1.990,1.980
2,1:27,,,,6,3,Timeout #1 by Oakland Raiders,0.000,1.980
2,1:27,2,9,TEN 47,6,3,Daunte Culpepper pass complete short left to Mike Williams for 14 yards (tackle by Michael Griffin),1.980,3.380
2,1:20,1,10,TEN 33,6,3,Justin Fargas right tackle for -2 yards (tackle by David Thornton),3.380,2.570
2,0:44,2,12,TEN 35,6,3,"Daunte Culpepper up the middle for 1 yard (tackle by David Thornton). Penalty on Barry Sims: Offensive Holding, 10 yards (no play)",2.570,1.220
2,0:38,2,22,TEN 45,6,3,Daunte Culpepper pass incomplete short right intended for Mike Williams,1.220,0.560
2,0:32,,,,6,3,Timeout #2 by Oakland Raiders,0.000,0.560
2,0:32,3,22,TEN 45,6,3,Daunte Culpepper pass complete short left to Zach Miller for 9 yards (tackle by Cortland Finnegan),0.560,0.880
2,0:03,,,,6,3,Timeout #3 by Oakland Raiders,0.000,0.880
2,0:03,4,13,TEN 36,9,3,Sebastian Janikowski 54 yard field goal good,0.880,3.000
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,9,3,"Rob Bironas kicks off 68 yards, returned by Chris Carr for 21 yards (tackle by Gilbert Gardner)",0.000,0.480
3,14:55,1,10,OAK 23,9,3,Justin Fargas left guard for 15 yards (tackle by Cortland Finnegan),0.480,1.470
3,14:21,1,10,OAK 38,9,3,LaMont Jordan right guard for -1 yards (tackle by Albert Haynesworth),1.470,0.790
3,13:48,2,11,OAK 37,9,3,Justin Fargas right guard for 2 yards (tackle by Chris Hope and Tony Brown),0.790,0.370
3,13:06,3,9,OAK 39,9,3,Daunte Culpepper right end for 9 yards (tackle by David Thornton),0.370,2.130
3,12:36,1,10,OAK 48,9,3,Daunte Culpepper pass complete short right to Oren O'Neal for 1 yard (tackle by David Thornton),2.130,1.720
3,11:54,2,9,OAK 49,9,3,LaMont Jordan left tackle for -2 yards (tackle by Randy Starks and Kyle Vanden Bosch),1.720,0.760
3,11:10,3,11,OAK 47,9,3,Daunte Culpepper pass complete short right to Mike Williams for 6 yards (tackle by Vincent Fuller),0.760,0.130
3,10:34,4,5,TEN 47,9,3,"Shane Lechler punts 40 yards, fair catch by Chris Davis",0.130,0.380
3,10:27,1,10,TEN 7,9,3,LenDale White right guard for 8 yards (tackle by Stuart Schweigert and Kirk Morrison),-0.380,-0.140
3,9:55,2,2,TEN 15,9,3,LenDale White left tackle for 6 yards (tackle by Terdell Sands),-0.140,0.340
3,9:26,1,10,TEN 21,9,3,Vince Young pass complete short left to Justin Gage for 12 yards (tackle by Robert W. Thomas),0.340,1.140
3,9:03,1,10,TEN 33,9,3,LenDale White left tackle for 21 yards (tackle by Stuart Schweigert),1.140,2.520
3,8:37,1,10,OAK 46,9,3,Vince Young pass complete short right to Justin Gage for 7 yards (tackle by Michael Huff),2.520,2.920
3,8:17,2,3,OAK 39,9,3,LenDale White up the middle for 1 yard (tackle by Robert W. Thomas and Derrick Burgess),2.920,2.350
3,7:39,3,2,OAK 38,9,3,"Vince Young sacked by Derrick Burgess for -9 yards. Penalty on Vince Young: Delay of Game, 5 yards",2.350,-0.190
3,7:13,4,16,TEN 48,9,3,"Craig Hentrich punts 36 yards, fair catch by Chris Carr",-0.190,0.140
3,7:10,1,10,OAK 16,9,3,Daunte Culpepper sacked by Antwan Odom for -6 yards,-0.140,-1.220
3,6:41,2,16,OAK 10,9,3,Justin Fargas right guard for 4 yards (tackle by Keith Bulluck and Albert Haynesworth),-1.220,-1.610
3,6:02,3,12,OAK 14,9,3,"Penalty on Barry Sims: False Start, 5 yards (no play)",-1.610,-2.240
3,5:36,3,17,OAK 9,9,3,"Daunte Culpepper pass complete deep middle to Ronald Curry for 16 yards (tackle by Nick Harper). Penalty on OAK: Illegal Shift, 5 yards (no play)",-2.240,-2.820
3,5:05,3,22,OAK 4,9,3,Justin Griffith right guard for 6 yards (tackle by Bryce Fisher and Nick Harper),-2.820,-2.490
3,4:26,4,16,OAK 10,9,3,"Shane Lechler punts 47 yards, returned by Chris Davis for no gain. Penalty on Stephen Tulloch: Offensive Holding, 12 yards",-2.490,-1.000
3,4:15,1,10,TEN 31,9,3,Vince Young pass complete short right to Bo Scaife for 4 yards (tackle by Thomas Howard),1.000,1.000
3,3:41,2,6,TEN 35,9,3,LenDale White right guard for 27 yards (tackle by Stuart Schweigert),1.000,3.050
3,3:12,1,10,OAK 38,9,3,LenDale White left guard for 14 yards (tackle by Thomas Howard and Stuart Schweigert),3.050,3.970
3,2:30,1,10,OAK 24,9,9,"Chris J. Henry left end for 24 yards, touchdown",3.970,7.000
3,,,,OAK 2,9,10,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,9,10,"Rob Bironas kicks off 60 yards, returned by Dominic Rhodes for 22 yards (tackle by Casey Cramer)",0.000,1.070
3,2:17,1,10,OAK 32,9,10,"Daunte Culpepper pass incomplete. Penalty on Daunte Culpepper: Intentional Grounding, 11 yards",1.070,-0.960
3,2:11,2,21,OAK 21,9,10,LaMont Jordan up the middle for 2 yards (tackle by Ryan Fowler),-0.960,-1.350
3,1:34,3,19,OAK 23,9,10,"Penalty on Paul McQuistan: False Start, 5 yards (no play)",-1.350,-2.270
3,1:06,3,24,OAK 18,9,10,Daunte Culpepper pass complete short left to Justin Fargas for 6 yards (tackle by David Thornton),-2.270,-1.770
3,0:30,4,18,OAK 24,9,10,"Shane Lechler punts 58 yards, returned by Chris Davis for 2 yards (tackle by Isaiah Ekejiuba)",-1.770,-0.280
3,0:20,1,10,TEN 20,9,10,LenDale White left guard for 4 yards (tackle by Terdell Sands),0.280,0.270
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,TEN 24,9,10,LenDale White right tackle for 1 yard (tackle by Kirk Morrison),0.270,-0.300
4,14:22,3,5,TEN 25,9,10,Vince Young left end for 6 yards (tackle by Warren Sapp),-0.300,1.000
4,13:58,1,10,TEN 31,9,10,LenDale White right guard for 4 yards (tackle by Kirk Morrison),1.000,1.000
4,13:21,2,6,TEN 35,9,10,Vince Young pass incomplete short left intended for Casey Cramer,1.000,0.300
4,13:17,3,6,TEN 35,9,10,Vince Young pass incomplete short left intended for LenDale White,0.300,-1.040
4,13:13,4,6,TEN 35,9,10,"Craig Hentrich punts 46 yards, returned by Chris Carr for 5 yards (tackle by Eric King)",-1.040,-0.540
4,13:04,1,10,OAK 24,9,10,Daunte Culpepper pass incomplete deep middle intended for Jerry Porter (defended by Nick Harper),0.540,0.000
4,12:57,2,10,OAK 24,9,10,"LaMont Jordan up the middle for 5 yards (tackle by Travis LaBoy). Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",0.000,-1.470
4,12:32,2,20,OAK 14,9,10,Daunte Culpepper pass incomplete short middle intended for Ronald Curry (defended by Randy Starks),-1.470,-2.450
4,12:28,3,20,OAK 14,9,10,"Daunte Culpepper sacked by Travis LaBoy for -7 yards. Daunte Culpepper fumbles (forced by Travis LaBoy), recovered by Travis LaBoy at OAK-9",-2.450,-5.140
4,12:21,1,9,OAK 9,9,10,LenDale White left guard for 4 yards (tackle by Kirk Morrison),5.140,5.150
4,11:35,2,5,OAK 5,9,10,Vince Young pass incomplete short right intended for Quinton Ganther,5.150,4.260
4,11:31,3,5,OAK 5,9,10,Vince Young pass incomplete short middle intended for Roydell Williams (defended by Michael Huff),4.260,3.010
4,11:26,4,5,OAK 5,9,13,Rob Bironas 23 yard field goal good,3.010,3.000
4,,,,TEN 30,9,13,"Rob Bironas kicks off 51 yards, returned by Chris Carr for 9 yards (tackle by Reynaldo Hill)",0.000,0.810
4,11:20,1,10,OAK 28,9,13,"Daunte Culpepper up the middle for -3 yards. Daunte Culpepper fumbles, recovered by LaMont Jordan at OAK-25 and returned for 7 yards",0.810,0.800
4,10:43,2,6,OAK 32,9,13,Justin Fargas left guard for -2 yards (tackle by Cortland Finnegan),0.800,-0.160
4,10:04,3,8,OAK 30,9,13,Daunte Culpepper pass incomplete short right intended for Mike Williams,-0.160,-1.370
4,10:01,4,8,OAK 30,9,13,"Shane Lechler punts 70 yards, touchback",-1.370,-0.280
4,9:54,1,10,TEN 20,9,13,LenDale White left end for 5 yards (tackle by Jay Richardson and Kirk Morrison),0.280,0.410
4,9:18,2,5,TEN 25,9,13,LenDale White right tackle for 2 yards (tackle by Robert W. Thomas),0.410,-0.030
4,8:38,3,3,TEN 27,9,13,Vince Young pass complete short right to Roydell Williams for 3 yards (tackle by Michael Huff),-0.030,0.940
4,7:52,1,10,TEN 30,9,13,LenDale White right tackle for 3 yards (tackle by Kirk Morrison),0.940,0.800
4,7:14,2,7,TEN 33,9,13,LenDale White left end for -4 yards (tackle by Kirk Morrison and Thomas Howard),0.800,-0.430
4,6:30,3,11,TEN 29,9,13,Vince Young for 3 yards (tackle by Chris Carr),-0.430,-1.240
4,5:44,4,8,TEN 32,9,13,"Craig Hentrich punts 54 yards, returned by Johnnie Lee Higgins for 18 yards (tackle by Vincent Fuller). Penalty on Ricky Brown: Illegal Block Above the Waist, 10 yards",-1.240,0.320
4,5:31,1,10,OAK 13,9,13,"Daunte Culpepper sacked by Travis LaBoy for -7 yards. Penalty on Travis LaBoy: Face Mask (15 Yards), 15 yards",-0.320,0.340
4,5:09,1,10,OAK 21,9,13,Justin Fargas right end for 17 yards (tackle by Keith Bulluck),0.340,1.470
4,4:43,1,10,OAK 38,9,13,LaMont Jordan left guard for 2 yards (tackle by David Thornton),1.470,1.190
4,4:06,2,8,OAK 40,9,13,LaMont Jordan up the middle for 5 yards (tackle by Chris Hope and Ryan Fowler),1.190,1.160
4,3:27,3,3,OAK 45,9,13,Justin Fargas up the middle for 4 yards (tackle by Keith Bulluck),1.160,2.190
4,2:45,1,10,OAK 49,9,13,Daunte Culpepper pass incomplete deep left intended for Jerry Porter is intercepted by Chris Hope at TEN-9,2.190,0.380
4,2:33,1,10,TEN 9,9,13,LenDale White right guard for 2 yards (tackle by Jay Richardson and Jon Alston),-0.380,-0.630
4,2:29,,,,9,13,Timeout #1 by Oakland Raiders,0.000,-0.630
4,2:29,2,8,TEN 11,9,13,"Vince Young for no gain. Vince Young fumbles, recovered by Vince Young at TEN-10",-0.630,-1.300
4,2:26,,,,9,13,Timeout #2 by Oakland Raiders,0.000,-1.300
4,2:26,3,9,TEN 10,9,13,LenDale White up the middle for 2 yards (tackle by Thomas Howard),-1.300,-2.490
4,2:20,,,,9,13,Timeout #3 by Oakland Raiders,0.000,-2.490
4,2:20,4,7,TEN 12,9,13,"Craig Hentrich punts 41 yards, fair catch by Johnnie Lee Higgins",-2.490,-2.060
4,2:12,1,10,OAK 47,9,13,Daunte Culpepper pass incomplete short middle intended for Jerry Porter (defended by Tony Brown),2.060,1.520
4,2:08,2,10,OAK 47,9,13,Daunte Culpepper pass complete deep middle to Ronald Curry for 27 yards (tackle by David Thornton),1.520,3.840
4,2:00,1,10,TEN 26,9,13,"Penalty on Barry Sims: False Start, 5 yards (no play)",3.840,3.510
4,2:00,1,15,TEN 31,9,13,Daunte Culpepper sacked by Albert Haynesworth for -4 yards,3.510,2.080
4,1:33,2,19,TEN 35,9,13,Daunte Culpepper pass complete short right to Jerry Porter for 5 yards (tackle by Nick Harper),2.080,2.080
4,1:28,3,14,TEN 30,9,13,Daunte Culpepper pass incomplete deep right intended for Ronald Curry,2.080,1.410
4,1:21,4,14,TEN 30,9,13,Daunte Culpepper pass incomplete short left intended for Mike Williams,1.410,-0.940
4,1:17,1,10,TEN 30,9,13,Vince Young kneels for -1 yards,0.940,0.260
4,0:41,2,11,TEN 29,9,13,Vince Young kneels for -1 yards,0.260,-0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
