Quarter,Time,Down,ToGo,Location,DEN,NOR,Detail,EPB,EPA
1,,,,NOR 2,14,0,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,14,0,"Micah Knorr kicks off 60 yards, returned by Michael Lewis for 22 yards (tackle by Tatum Bell)",0.000,1.070
1,9:26,1,10,NOR 32,14,0,Aaron Brooks pass complete to Deuce McAllister for -3 yards (tackle by Al Wilson),1.070,0.120
1,8:44,2,13,NOR 29,14,0,"Aaron Brooks pass complete to Jerome Pathon for 7 yards (tackle by Nick Ferguson). Penalty on Deuce McAllister: Tripping, 10 yards (no play)",0.120,-1.290
1,8:16,2,23,NOR 19,14,0,Aaron Brooks pass incomplete intended for Joe Horn,-1.290,-2.010
1,8:11,3,23,NOR 19,14,0,Aaron Brooks pass complete to Deuce McAllister for 10 yards (tackle by Kelly Herndon),-2.010,-1.440
1,7:36,4,13,NOR 29,14,0,"Mitch Berger punts 38 yards, out of bounds. Penalty on Fred McAfee: Ineligible Downfield Kick, 5 yards (no play)",-1.440,-1.770
1,7:26,4,18,NOR 24,14,0,"Mitch Berger punts 54 yards, returned by Rod Smith for 13 yards (tackle by Colby Bockwoldt)",-1.770,-1.270
1,7:12,1,10,DEN 35,14,0,Reuben Droughns right guard for 19 yards (tackle by Tebucky Jones),1.270,2.520
1,6:29,1,10,NOR 46,14,0,Reuben Droughns left tackle for 4 yards (tackle by Orlando Ruff and Brian Young),2.520,2.520
1,5:50,2,6,NOR 42,14,0,Jake Plummer pass complete to Reuben Droughns for 11 yards (tackle by Fakhir Brown),2.520,3.510
1,5:04,1,10,NOR 31,14,0,Jake Plummer pass complete to Dwayne Carswell for -4 yards (tackle by Colby Bockwoldt),3.510,2.430
1,4:20,2,14,NOR 35,14,0,Reuben Droughns up the middle for 5 yards (tackle by Orlando Ruff),2.430,2.410
1,3:37,3,9,NOR 30,14,0,Jake Plummer pass incomplete intended for Dwayne Carswell (defended by Jason Craft),2.410,1.410
1,3:32,4,9,NOR 30,17,0,Jason Elam 48 yard field goal good,1.410,3.000
1,,,,DEN 30,17,0,"Micah Knorr kicks off 69 yards, returned by Michael Lewis for 26 yards (tackle by Terry Pierce). Michael Lewis fumbles (forced by Terry Pierce), recovered by Roc Alexander at NOR-34 (tackle by Fred McAfee)",0.000,-3.310
1,3:18,1,10,NOR 34,17,0,Reuben Droughns left tackle for 2 yards (tackle by Brian Young and Howard Green),3.310,3.040
1,2:42,2,8,NOR 32,17,0,Jake Plummer pass complete to Reuben Droughns for 14 yards (tackle by Charles Grant),3.040,4.370
1,1:57,1,10,NOR 18,17,0,Reuben Droughns right guard for 2 yards (tackle by Orlando Ruff),4.370,4.090
1,1:17,2,8,NOR 16,17,0,Jake Plummer pass incomplete intended for Ashley Lelie,4.090,3.300
1,1:10,3,8,NOR 16,17,0,Jake Plummer pass incomplete intended for Darius Watts,3.300,2.380
1,1:07,4,8,NOR 16,20,0,Jason Elam 34 yard field goal good,2.380,3.000
1,,,,DEN 30,20,0,"Micah Knorr kicks off 69 yards, returned by Michael Lewis for 23 yards (tackle by Kyle Johnson)",0.000,0.540
1,0:58,1,10,NOR 24,20,0,Deuce McAllister left tackle for 3 yards (tackle by Marco Coleman),0.540,0.400
1,0:23,2,7,NOR 27,20,0,Aaron Brooks pass incomplete intended for Deuce McAllister,0.400,-0.300
1,0:17,3,7,NOR 27,20,0,Aaron Brooks pass complete to Donte Stallworth for 19 yards (tackle by Champ Bailey),-0.300,1.990
Quarter,Time,Down,ToGo,Location,DEN,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 46,20,0,Deuce McAllister right tackle for -1 yards (tackle by Champ Bailey and Monsanto Pope),1.990,1.320
2,14:22,2,11,NOR 45,20,0,Aaron Brooks pass complete to Jerome Pathon for 30 yards (tackle by Kenoy Kennedy),1.320,3.910
2,13:44,1,10,DEN 25,20,0,Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Kenoy Kennedy),3.910,4.200
2,13:01,2,4,DEN 19,20,0,Deuce McAllister right end for 14 yards (tackle by John Lynch and Kenoy Kennedy),4.200,6.060
2,12:14,,,,20,0,Timeout #1 by Denver Broncos,0.000,6.060
2,12:14,1,5,DEN 5,20,0,Aaron Brooks pass incomplete intended for Deuce McAllister,6.060,5.150
2,12:07,2,5,DEN 5,20,0,Deuce McAllister right guard for 4 yards (tackle by Marco Coleman and Kenoy Kennedy),5.150,5.170
2,11:26,3,1,DEN 1,20,0,"Penalty on NOR: Illegal Substitution, 5 yards (no play)",5.170,4.040
2,11:05,3,6,DEN 6,20,0,Aaron Brooks pass incomplete intended for Boo Williams,4.040,2.990
2,11:02,4,6,DEN 6,20,3,John Carney 24 yard field goal good,2.990,3.000
2,,,,NOR 30,20,3,"Mitch Berger kicks off 68 yards, returned by Roc Alexander for 24 yards (tackle by Mel Mitchell)",0.000,0.670
2,10:54,1,10,DEN 26,20,3,Jake Plummer pass complete to Rod Smith for 13 yards (tackle by Fakhir Brown),0.670,1.530
2,10:32,1,10,DEN 39,20,3,"Reuben Droughns left end for 4 yards (tackle by Orlando Ruff). Penalty on Ben Hamilton: Offensive Holding, 10 yards",1.530,1.140
2,10:10,1,16,DEN 33,20,3,Reuben Droughns left guard for 3 yards (tackle by Will Smith and Colby Bockwoldt),1.140,0.580
2,9:29,2,13,DEN 36,20,3,Jake Plummer pass complete to Jeb Putzier for 6 yards (tackle by Sedrick Hodge),0.580,0.700
2,8:45,3,7,DEN 42,20,3,Jake Plummer pass complete to Dwayne Carswell for 6 yards (tackle by Fred Thomas),0.700,-0.190
2,8:00,4,1,DEN 48,20,3,"Micah Knorr punts 37 yards, fair catch by Michael Lewis",-0.190,0.220
2,7:52,1,10,NOR 15,20,3,Deuce McAllister right tackle for 2 yards (tackle by Champ Bailey and Kelly Herndon),-0.220,-0.440
2,7:18,2,8,NOR 17,20,3,Aaron Brooks pass incomplete intended for Joe Horn (defended by Champ Bailey),-0.440,-1.120
2,7:14,3,8,NOR 17,26,3,"Aaron Brooks pass incomplete is intercepted by Al Wilson at NOR-7 and returned for 7 yards, touchdown",-1.120,-7.000
2,,,,NOR 2,27,3,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,27,3,"Micah Knorr kicks off 69 yards, returned by Michael Lewis for 26 yards (tackle by Tatum Bell)",0.000,0.740
2,6:56,1,10,NOR 27,27,3,"Penalty on Wayne Gandy: False Start, 5 yards (no play)",0.740,0.410
2,6:56,1,15,NOR 22,27,3,Aaron Brooks pass complete to Deuce McAllister for 10 yards (tackle by Kelly Herndon),0.410,0.870
2,6:26,2,5,NOR 32,27,3,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Willie Middlebrooks),0.870,0.170
2,6:21,3,5,NOR 32,27,3,Aaron Brooks pass complete to Donte Stallworth for 11 yards (tackle by Willie Middlebrooks),0.170,1.800
2,5:50,1,10,NOR 43,27,3,Aaron Brooks pass incomplete intended for Jerome Pathon,1.800,1.250
2,5:43,2,10,NOR 43,27,3,Aaron Brooks pass complete to Donte Stallworth for 11 yards (tackle by Willie Middlebrooks),1.250,2.520
2,5:10,1,10,DEN 46,27,3,Deuce McAllister up the middle for 11 yards (tackle by D.J. Williams),2.520,3.250
2,4:36,1,10,DEN 35,27,3,Aaron Brooks pass incomplete intended for Donte Stallworth,3.250,2.700
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
2,4:19,2,10,DEN 35,27,3,Aaron Brooks pass complete to Joe Horn for 5 yards (tackle by Champ Bailey),2.700,2.680
2,3:35,3,5,DEN 30,27,9,"Aaron Brooks pass complete to Donte Stallworth for 30 yards, touchdown",2.680,7.000
2,,,,DEN 2,27,10,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,27,10,"Mitch Berger kicks off 65 yards, returned by Roc Alexander for 14 yards (tackle by Courtney Watson)",0.000,0.150
2,3:21,1,10,DEN 19,27,10,Jake Plummer pass incomplete intended for Jeb Putzier,0.150,-0.390
2,3:15,2,10,DEN 19,27,10,Reuben Droughns up the middle for 5 yards (tackle by Brian Young),-0.390,-0.420
2,3:07,,,,27,10,Timeout #1 by New Orleans Saints,0.000,-0.420
2,3:07,3,5,DEN 24,27,10,Jake Plummer pass complete to Rod Smith for 4 yards (tackle by Tebucky Jones),-0.420,-1.500
2,2:59,,,,27,10,Timeout #2 by New Orleans Saints,0.000,-1.500
2,2:59,4,1,DEN 28,27,10,"Micah Knorr punts 42 yards, returned by Michael Lewis for no gain. Penalty on Tatum Bell: Taunting, 15 yards",-1.500,-1.930
2,2:50,1,10,NOR 45,27,10,Aaron Brooks pass complete to Deuce McAllister for 20 yards (tackle by Nick Ferguson),1.930,3.250
2,2:21,1,10,DEN 35,27,10,"Aaron Brooks right tackle for 7 yards (tackle by Mario Fatafehi). Penalty on Mario Fatafehi: Personal Foul, 14 yards",3.250,4.650
2,2:13,,,,27,10,Timeout #2 by Denver Broncos,0.000,4.650
2,2:13,1,10,DEN 14,27,10,Aaron Brooks sacked by Patrick Chukwurah for -12 yards,4.650,2.470
2,1:58,2,22,DEN 26,27,10,Aaron Brooks pass incomplete intended for Michael Lewis,2.470,1.820
2,1:54,3,22,DEN 26,27,10,"Aaron Brooks pass complete to Deuce McAllister for 10 yards (tackle by Donnie Spragan). Penalty on Donte Stallworth: Offensive Holding, 10 yards",1.820,1.820
2,1:46,3,22,DEN 26,27,10,"Aaron Brooks pass complete to Joe Horn for 9 yards (tackle by Kelly Herndon). Penalty on Victor Riley: Offensive Holding, 10 yards (no play)",1.820,0.500
2,1:39,3,32,DEN 36,27,10,Aaron Brooks pass complete to Boo Williams for 18 yards (tackle by Willie Middlebrooks),0.500,2.250
2,1:31,,,,27,10,Timeout #3 by Denver Broncos,0.000,2.250
2,1:31,4,14,DEN 18,27,13,John Carney 36 yard field goal good,2.250,3.000
2,,,,NOR 30,27,13,"Mitch Berger kicks off 68 yards, returned by Roc Alexander for 28 yards (tackle by Michael Lewis)",0.000,0.940
2,1:21,1,10,DEN 30,27,13,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Fred Thomas),0.940,1.610
2,0:40,2,1,DEN 39,27,13,Jake Plummer pass complete to Dwayne Carswell for 11 yards (tackle by Roger Knight),1.610,2.260
2,0:40,1,10,NOR 50,27,13,Jake Plummer spiked the ball,2.260,1.710
2,0:40,2,10,NOR 50,27,13,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Jason Craft),1.710,1.030
2,0:36,3,10,NOR 50,27,13,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Ashley Ambrose),1.030,-0.060
2,0:30,4,10,NOR 50,27,13,"Micah Knorr punts 40 yards, fair catch by Michael Lewis",-0.060,0.380
2,0:23,1,10,NOR 10,27,13,Aaron Brooks pass incomplete intended for Boo Williams,-0.380,-0.780
2,0:20,2,10,NOR 10,27,13,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Donnie Spragan),-0.780,-0.370
Quarter,Time,Down,ToGo,Location,DEN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,27,13,"Mitch Berger kicks off 66 yards, returned by Roc Alexander for 21 yards (tackle by Talman Gardner)",0.000,0.610
3,14:55,1,10,DEN 25,27,13,Reuben Droughns right guard for 7 yards (tackle by Colby Bockwoldt and Orlando Ruff),0.610,1.010
3,14:20,2,3,DEN 32,27,13,Reuben Droughns right tackle for no gain (tackle by Charles Grant),1.010,0.300
3,13:35,3,3,DEN 32,27,13,Reuben Droughns left tackle for 3 yards (tackle by Darren Howard and Roger Knight),0.300,1.270
3,12:57,1,10,DEN 35,27,13,Jake Plummer pass complete to Jeb Putzier for 10 yards (tackle by Colby Bockwoldt),1.270,1.930
3,12:14,1,10,DEN 45,27,13,Reuben Droughns left tackle for 1 yard (tackle by Darren Howard and Brian Young),1.930,1.520
3,11:35,2,9,DEN 46,27,13,Jake Plummer pass complete to Jeb Putzier for 9 yards (tackle by Fakhir Brown),1.520,2.590
3,10:55,1,10,NOR 45,27,13,Reuben Droughns right tackle for 5 yards (tackle by Jay Bellamy and Howard Green),2.590,2.720
3,10:16,2,5,NOR 40,27,13,Reuben Droughns right tackle for no gain (tackle by Charles Grant and Sedrick Hodge),2.720,2.010
3,9:31,3,5,NOR 40,27,13,Jake Plummer pass incomplete intended for Darius Watts,2.010,0.590
3,9:27,4,5,NOR 40,27,13,Micah Knorr punts 37 yards,0.590,0.380
3,9:18,1,10,NOR 3,27,13,Deuce McAllister right guard for 1 yard (tackle by John Lynch and Al Wilson),-0.380,-0.710
3,8:42,2,9,NOR 4,27,13,Deuce McAllister right guard for -2 yards (tackle by Donnie Spragan),-0.710,-1.540
3,8:01,3,11,NOR 2,27,13,"Aaron Brooks pass incomplete intended for Jerome Pathon. Penalty on Kelly Herndon: Defensive Pass Interference, 18 yards (no play)",-1.540,0.280
3,7:55,1,10,NOR 20,27,13,Deuce McAllister right guard for 1 yard (tackle by Al Wilson),0.280,-0.130
3,7:19,2,9,NOR 21,27,13,Aaron Brooks pass complete to Aaron Stecker for 3 yards (tackle by John Lynch),-0.130,-0.430
3,6:39,3,6,NOR 24,27,13,Aaron Brooks pass incomplete intended for Donte Stallworth,-0.430,-1.770
3,6:31,4,6,NOR 24,27,13,"Penalty on Mitch Berger: Delay of Game, 5 yards (no play)",-1.770,-2.140
3,6:31,4,11,NOR 19,27,13,"Mitch Berger punts 63 yards, returned by Rod Smith for 6 yards (tackle by Fred McAfee)",-2.140,-0.540
3,6:21,1,10,DEN 24,27,13,Reuben Droughns left end for -1 yards (tackle by Will Smith),0.540,-0.140
3,5:42,2,11,DEN 23,27,13,Jake Plummer pass complete to Darius Watts for 12 yards (tackle by Tebucky Jones),-0.140,1.270
3,5:00,1,10,DEN 35,27,13,Reuben Droughns left guard for 4 yards (tackle by Orlando Ruff and Will Smith),1.270,1.260
3,4:14,,,,27,13,Timeout #1 by Denver Broncos,0.000,1.260
3,4:14,2,6,DEN 39,27,13,Jake Plummer pass complete to Jeb Putzier for 11 yards (tackle by Orlando Ruff),1.260,2.260
3,3:34,1,10,NOR 50,27,13,Jake Plummer pass complete to Dwayne Carswell for 5 yards (tackle by Sedrick Hodge),2.260,2.390
3,2:52,2,5,NOR 45,27,13,Reuben Droughns right guard for 4 yards (tackle by Charles Grant and Jay Bellamy),2.390,2.210
3,2:06,3,1,NOR 41,27,13,Reuben Droughns right tackle for 2 yards (tackle by Orlando Ruff and Brian Young),2.210,2.980
3,1:28,1,10,NOR 39,27,13,Jake Plummer pass complete to Dwayne Carswell for 9 yards (tackle by Orlando Ruff),2.980,3.660
3,0:49,2,1,NOR 30,27,13,Reuben Droughns right guard for 2 yards (tackle by Will Smith and Orlando Ruff),3.660,3.710
3,0:13,1,10,NOR 28,27,13,Jake Plummer pass complete to Ashley Lelie for 9 yards (tackle by Colby Bockwoldt),3.710,4.420
Quarter,Time,Down,ToGo,Location,DEN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NOR 19,27,13,Jake Plummer pass incomplete intended for Reuben Droughns,4.420,3.720
4,14:53,3,1,NOR 19,33,13,"Jake Plummer pass complete to Kyle Johnson for 19 yards, touchdown",3.720,7.000
4,,,,NOR 2,34,13,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,34,13,"Micah Knorr kicks off 66 yards, returned by Michael Lewis for 33 yards (tackle by Lenny Walls)",0.000,1.400
4,14:39,1,10,NOR 37,34,13,Aaron Brooks pass complete to Donte Stallworth for 8 yards (tackle by Champ Bailey),1.400,1.940
4,14:09,2,2,NOR 45,34,13,Aaron Brooks pass incomplete intended for Boo Williams (defended by Nick Ferguson),1.940,1.220
4,14:04,3,2,NOR 45,34,13,Aaron Brooks pass incomplete intended for Boo Williams (defended by Reggie Hayward),1.220,-0.390
4,14:01,4,2,NOR 45,34,13,Aaron Brooks pass complete to Donte Stallworth for 5 yards (tackle by Lenny Walls),-0.390,2.260
4,13:46,1,10,NOR 50,34,13,Aaron Brooks pass incomplete intended for Donte Stallworth,2.260,1.710
4,13:42,2,10,NOR 50,34,13,"Aaron Brooks pass complete to Joe Horn for 20 yards (tackle by Kenoy Kennedy). Penalty on Patrick Chukwurah: Roughing the Passer, 15 yards",1.710,4.580
4,13:16,1,10,DEN 15,34,13,Aaron Brooks pass incomplete intended for Deuce McAllister,4.580,3.950
4,13:12,2,10,DEN 15,34,13,Aaron Brooks pass complete to Donte Stallworth for 8 yards (tackle by Kenoy Kennedy),3.950,4.680
4,12:40,3,2,DEN 7,34,13,Aaron Brooks pass incomplete intended for Boo Williams,4.680,3.000
4,12:34,4,2,DEN 7,34,13,"Aaron Brooks up the middle for 7 yards. Penalty on Patrick Chukwurah: Defensive Offside (Offsetting), Penalty on NOR: Illegal Formation (Offsetting) (no play)",3.000,3.000
4,12:29,4,2,DEN 7,34,13,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Champ Bailey at DEN-0,3.000,-0.280
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
4,12:22,1,10,DEN 20,34,13,Reuben Droughns left guard for 4 yards (tackle by Will Smith),0.280,0.270
4,11:46,2,6,DEN 24,34,13,Reuben Droughns right tackle for 5 yards (tackle by Orlando Ruff),0.270,0.230
4,11:05,3,1,DEN 29,34,13,Reuben Droughns left guard for 3 yards (tackle by Colby Bockwoldt),0.230,1.070
4,10:23,1,10,DEN 32,34,13,Reuben Droughns left tackle for -2 yards (tackle by Brian Young and Will Smith),1.070,0.260
4,9:40,2,12,DEN 30,34,13,Jake Plummer pass incomplete intended for Dwayne Carswell,0.260,-0.430
4,9:33,3,12,DEN 30,34,13,Reuben Droughns left guard for 7 yards (tackle by Roger Knight and Charles Grant),-0.430,-0.910
4,8:51,4,5,DEN 37,34,13,"Micah Knorr punts 49 yards, returned by Michael Lewis for 8 yards (tackle by Mike Leach). Penalty on Jason Craft: Illegal Block Above the Waist (Declined), Penalty on Aaron Stecker: Unnecessary Roughness, 14 yards",-0.910,0.380
4,8:39,1,10,NOR 8,34,13,Aaron Brooks pass incomplete intended for Joe Horn,-0.380,-0.780
4,8:34,2,10,NOR 8,34,13,Aaron Brooks pass complete to Jerome Pathon for 5 yards (tackle by Lenny Walls),-0.780,-0.840
4,7:51,3,5,NOR 13,34,13,Aaron Brooks pass complete to Joe Horn for 12 yards (tackle by Champ Bailey),-0.840,0.610
4,7:25,1,10,NOR 25,34,13,Aaron Brooks pass complete to Donte Stallworth for 16 yards (tackle by Lenny Walls),0.610,1.660
4,7:25,1,10,NOR 41,34,13,Deuce McAllister up the middle for 8 yards (tackle by Terry Pierce and Kenoy Kennedy),1.660,2.200
4,6:35,2,2,NOR 49,34,13,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Lenny Walls),2.200,1.490
4,6:31,3,2,NOR 49,34,13,Aaron Brooks pass complete to Joe Horn for 27 yards (tackle by Champ Bailey),1.490,3.970
4,6:13,1,10,DEN 24,34,13,Aaron Brooks pass incomplete intended for Deuce McAllister,3.970,3.430
4,6:08,2,10,DEN 24,34,13,Aaron Brooks pass incomplete intended for Boo Williams (defended by Kenoy Kennedy),3.430,2.740
4,6:04,3,10,DEN 24,34,13,"Aaron Brooks pass incomplete intended for Deuce McAllister. Penalty on LeCharles Bentley: Offensive Holding, 10 yards (no play)",2.740,1.420
4,5:59,3,20,DEN 34,34,13,Aaron Brooks sacked by Reggie Hayward for -3 yards,1.420,0.790
4,5:31,4,23,DEN 37,34,13,Aaron Brooks pass complete to Deuce McAllister for 14 yards (tackle by Champ Bailey),0.790,-0.480
4,5:22,1,10,DEN 23,34,13,Reuben Droughns left tackle for 2 yards (tackle by Howard Green and Charles Grant),0.480,0.200
4,4:39,2,8,DEN 25,34,13,Jake Plummer for 1 yard (tackle by Sedrick Hodge),0.200,-0.360
4,4:32,,,,34,13,Timeout #2 by Denver Broncos,0.000,-0.360
4,4:32,3,7,DEN 26,34,13,"Jake Plummer pass complete to Ashley Lelie for 36 yards (tackle by Fred Thomas). Penalty on Ashley Lelie: Offensive Pass Interference, 10 yards (no play)",-0.360,-1.960
4,4:26,3,17,DEN 16,34,13,Reuben Droughns left guard for 14 yards (tackle by Tebucky Jones). Penalty on Ben Hamilton: Offensive Holding (Declined),-1.960,-1.370
4,4:19,4,3,DEN 30,34,13,Micah Knorr punts 40 yards,-1.370,-0.940
4,4:11,1,10,NOR 30,34,13,Aaron Brooks pass complete to Deuce McAllister for 3 yards (tackle by Kelly Herndon),0.940,0.800
4,3:40,2,7,NOR 33,34,13,Aaron Brooks pass complete to Boo Williams for 12 yards (tackle by Nick Ferguson),0.800,1.930
4,3:14,1,10,NOR 45,34,13,Aaron Brooks pass complete to Deuce McAllister for 2 yards (tackle by Terry Pierce),1.930,1.650
4,2:40,2,8,NOR 47,34,13,Deuce McAllister up the middle for 3 yards (tackle by Nick Ferguson),1.650,1.360
4,2:29,,,,34,13,Timeout #1 by New Orleans Saints,0.000,1.360
4,2:29,3,5,NOR 50,34,13,Aaron Brooks pass complete to Jerome Pathon for 9 yards (tackle by Champ Bailey),1.360,2.850
4,1:59,1,10,DEN 41,34,13,Aaron Brooks pass complete to Donte Stallworth for 7 yards (tackle by D.J. Williams),2.850,3.250
4,1:57,2,3,DEN 34,34,13,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Terry Pierce),3.250,2.540
4,1:51,3,3,DEN 34,34,13,Aaron Brooks pass complete to Michael Lewis for 5 yards (tackle by Terry Pierce),2.540,3.640
4,1:26,1,10,DEN 29,34,13,Aaron Brooks pass complete to Donte Stallworth for 7 yards (tackle by Champ Bailey),3.640,4.050
4,1:20,,,,34,13,Timeout #2 by New Orleans Saints,0.000,4.050
4,1:20,2,3,DEN 22,34,13,Aaron Brooks pass incomplete intended for Boo Williams is intercepted by Reggie Hayward at DEN-19 and returned for 76 yards (tackle by Boo Williams),4.050,-6.060
4,1:05,1,5,NOR 5,34,13,Jake Plummer kneels for -1 yards,6.060,4.950
4,0:28,2,6,NOR 6,34,13,Jake Plummer kneels for -1 yards,4.950,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
